Gate_1,Gate_2,Delay,θ1,θ2
2,0,28000,0.5042425248857637,-0.11183792109713181
2,1,28000,1.2140658374946123,0.1142811644890475
2,2,28000,0.19039314990583914,-0.7657013571834934
0,0,29000,-0.3231547957360135,0.34701799343966333
0,1,29000,0.012793364136002391,-0.05191786120350972
0,2,29000,-0.021538794430812157,2.1650867836012004
1,0,29000,0.1426391598943691,-0.15593860245102978
1,1,29000,0.1462562185209367,-0.19428670609058576
1,2,29000,-0.07571985878557703,-0.21630448083939297
2,0,29000,2.4043135642962152,0.07730243713513879
2,1,29000,1.4721501534958001,0.042898313040711004
2,2,29000,2.3804810112516566,-0.06822555107254069
0,0,30000,-0.6669026975916058,0.7241726856657911
0,1,30000,-0.09476417924705811,-0.10972836053065745
0,2,30000,0.010219778621802851,-0.3342550003238956
1,0,30000,-0.12323668814686595,-0.35161333415039325
1,1,30000,0.3298728933242183,2.768541234137969
1,2,30000,-0.11762559628785413,0.9001058243087552
2,0,30000,1.620547931329341,0.04837627729041087
2,1,30000,1.38909833735927,0.16006642359192824
2,2,30000,1.7316003307039949,1.2186386745988875
0,0,31000,0.15214389237171386,-0.03500082964382592
0,1,31000,-0.09650210649657306,-0.24035567369859018
0,2,31000,-0.10889870530147126,1.9725474562121135
1,0,31000,0.2209366907860456,0.15327728073157668
1,1,31000,1.1336014655882345,2.012246197984692
1,2,31000,-0.019354796745211348,-0.002268031316216318
2,0,31000,1.360324710484204,0.045124578513312835
2,1,31000,1.9136615150817782,-0.006022673030384617
2,2,31000,2.1831185160906674,-0.019210815233492263
0,0,32000,0.2277089204607991,-0.3293797051656484
0,1,32000,0.01166385141182078,-0.11748746773503838
0,2,32000,0.01725981246059345,0.41632720515225663
1,0,32000,-0.13405257963261036,0.05104645544892895
1,1,32000,-0.2100359175004047,0.18115035127080414
1,2,32000,-0.17245512029065893,0.5285275589103505
2,0,32000,1.7269037991130467,0.03986208944868392
2,1,32000,1.9183201083177832,-0.0863887131079915
2,2,32000,1.450513612072856,1.4518434185287517
0,0,33000,2.0838133110027948,1.027337900461054
0,1,33000,0.12932791185468767,-0.14935074386901737
0,2,33000,0.02792439869116793,0.6560035294795927
1,0,33000,-0.057061484880493236,0.06445412801484365
1,1,33000,0.43379852771678495,-0.3347986522005252
1,2,33000,-0.1803299911952239,0.161864469414948
2,0,33000,1.7900570597881706,0.004581733473273215
2,1,33000,1.4405046615791381,-0.1225936186008699
2,2,33000,0.06059920838800188,0.23383991288781217
0,0,34000,-0.31923168855708806,0.19139620380428313
0,1,34000,0.1100511266623994,-0.18396663695842394
0,2,34000,0.09409000201794318,2.4938631668784605
1,0,34000,0.28257870649427275,-0.19349645372625798
1,1,34000,1.4391960903993235,1.6193821911578525
1,2,34000,0.25289939724393984,1.4952260978360674
2,0,34000,0.3437195945817794,0.06343742890445006
2,1,34000,2.1941955484450104,-0.2716281207143715
2,2,34000,2.8663613936677694,0.24127375279412225
0,0,35000,1.454929939082905,1.6762953123653983
0,1,35000,0.0909866538382803,-0.08469264050513693
0,2,35000,-0.01354008056070534,0.14319981970981874
1,0,35000,-0.19879343953172357,-0.023240311751321872
1,1,35000,1.7395654337287614,1.280512351915514
1,2,35000,-0.06798944246632385,0.21367883099784699
2,0,35000,1.4172510810293981,0.09493328110721501
2,1,35000,0.5425295660844743,0.174822170028112
2,2,35000,1.3076446957406729,0.30132765624103064
0,0,36000,2.721605692878476,0.2221926441862278
0,1,36000,0.21099112267190706,0.06548369625137863
0,2,36000,0.2258348265030613,1.1442404394247105
1,0,36000,-0.05487419350558759,0.04686790798883589
1,1,36000,1.2520067283487715,1.8705433449458237
1,2,36000,0.0067569687489214495,2.056643528731228
2,0,36000,1.3917959910055808,0.2655994563056308
2,1,36000,0.8860211702047782,-0.03704441755707798
2,2,36000,1.3813147908124859,1.466951778761288
0,0,37000,1.4176722405579716,1.876704844771406
0,1,37000,-0.0856077703543135,-0.08302484185050982
0,2,37000,0.24836461392497025,0.6002970871974552
1,0,37000,-0.12476249014720203,0.08631723067231757
1,1,37000,0.9313509241619997,2.1156619375975945
1,2,37000,0.1911220086581161,1.7566937418531372
2,0,37000,1.61756276074141,0.08890827389995846
2,1,37000,1.6818131402663998,0.026218096201226303
2,2,37000,0.9742730337816753,0.06527496584413432
0,0,38000,-0.25204589377967096,0.170449536628866
0,1,38000,0.2899160028393114,0.08156117027496675
0,2,38000,-0.0904629776328947,0.4107289707452556
1,0,38000,0.21808189789559906,0.20323164645248512
1,1,38000,1.209867891914447,2.017238486450625
1,2,38000,-0.037264205817766814,1.6139410962939893
2,0,38000,0.5876898241237234,-0.06863621789566642
2,1,38000,0.5900549042045532,0.09923161107562814
2,2,38000,1.6035053348503017,0.6888299996784977
0,0,39000,0.450220774940152,-0.38576031634013996
0,1,39000,-0.16029805994021654,-0.09053684607975426
0,2,39000,-0.11895241245477672,-0.17293098084123262
1,0,39000,0.2075820481667677,0.030791240049047316
1,1,39000,1.606278531767693,1.400879621856979
1,2,39000,-0.11328092257958362,0.6115936868288144
2,0,39000,0.30592548864382124,0.00919920102299451
2,1,39000,-0.09237019362477564,0.01225051465913033
2,2,39000,1.241553151725749,0.49298414792608014
0,0,40000,1.9979008069996438,1.068025852615607
0,1,40000,0.003377267726439103,-0.04366911080654601
0,2,40000,-0.057924026257809826,-0.04221963765472148
1,0,40000,-0.006516543984672445,0.14805535643527615
1,1,40000,1.4864454120422452,1.5711065785984115
1,2,40000,-0.02860295899479598,2.3158576677274296
2,0,40000,1.9078159257079037,0.30561921304590917
2,1,40000,0.8939281521562025,-0.09655647206523567
2,2,40000,1.9585716037704333,-0.19349138842091407
0,0,41000,1.2362997305181394,1.8576039949089451
0,1,41000,0.052839337243962926,-0.15791138963960538
0,2,41000,-0.2434823817152475,0.8868089720976201
1,0,41000,0.07776089817901513,-0.0966702446055275
1,1,41000,-0.29410063943249176,-0.01730755124726023
1,2,41000,-0.09887072949502412,1.4984159904856722
2,0,41000,0.4153411641193479,0.026266462815526123
2,1,41000,1.600256020182691,-0.04816211580763245
2,2,41000,2.3538433905944136,-0.7076512401226269
0,0,42000,1.3079093614735002,1.9159342778163373
0,1,42000,-0.07128815030917929,-0.2957408495784492
0,2,42000,-0.023051772059049066,0.17530986108514518
1,0,42000,3.204122429636825,0.060975877859195414
1,1,42000,0.34974346000000395,-0.3607552740591741
1,2,42000,-0.3146027100728684,1.3104206980660915
2,0,42000,1.4050976427248967,0.06145861860001449
2,1,42000,2.146991976141097,-0.027095555113333888
2,2,42000,1.2053871512003083,1.9788785904624235
0,0,43000,1.803270714583705,1.3487251845560062
0,1,43000,0.06164494863518223,-0.021777023353510363
0,2,43000,-0.28215011858703404,-0.1991264176639479
1,0,43000,0.06453955816121842,-0.029366423139625675
1,1,43000,-0.11641569293151517,0.10209488876899057
1,2,43000,-0.013573936020214212,0.7143296032844243
2,0,43000,0.06470600185329943,-0.21074651457753932
2,1,43000,0.06613460578338454,-0.12001302605795036
2,2,43000,0.6138646245421188,1.3471164073687152
0,0,44000,-0.5573814774422491,0.6651251875163073
0,1,44000,-0.20537672332684284,-0.012905662759395626
0,2,44000,0.18242055659330342,2.057601413133835
1,0,44000,-0.063102511655346,0.03376555514887242
1,1,44000,0.26170850650220284,-0.4488149644591421
1,2,44000,-0.29904136939974185,-0.03874259403654338
2,0,44000,0.639724508615111,-0.08291739024772966
2,1,44000,0.3441066014323529,-0.21132804491721374
2,2,44000,1.7995845270291617,1.590318289384736
0,0,45000,-0.004976944281569054,-0.09391820722757056
0,1,45000,-0.1379638049046731,0.013710594328131851
0,2,45000,0.07036005574321719,1.4241935185720054
1,0,45000,0.14657263175094998,0.0621148148898553
1,1,45000,-0.20615509796445355,0.2177925421148628
1,2,45000,-0.21655696228121213,1.2375305914616925
2,0,45000,-0.0186061686826806,-0.2272631260961783
2,1,45000,2.0169520721255094,0.2269367395904703
2,2,45000,1.9782662920256817,0.6426363552691118
0,0,46000,0.19395606986889213,-0.019573198194271252
0,1,46000,-0.12735431703859562,3.2495969197634746
0,2,46000,0.02149043341167064,0.12478634092568414
1,0,46000,0.10708709782271625,-0.08982838273027892
1,1,46000,-0.08148536645206297,-0.17870292271792937
1,2,46000,0.10080428770842982,1.1143311625096655
2,0,46000,1.4036786646164938,-0.035738711766178675
2,1,46000,1.625249123606124,0.11702650370784268
2,2,46000,1.5224208556902954,0.7524023949590543
0,0,47000,0.43383798837956206,-0.490869708530231
0,1,47000,0.29467812185328424,0.18493493389669857
0,2,47000,0.08375489189437982,1.4445796141346727
1,0,47000,0.10916916099744663,-0.04705293345568962
1,1,47000,-0.3526578799251584,0.3856602310037746
1,2,47000,-0.16216385754336643,0.5152131467432033
2,0,47000,1.8030796076142797,-0.19512423252183667
2,1,47000,1.4433445358883152,0.19613247338319634
2,2,47000,1.2005525591071606,0.654236394701114
0,0,48000,0.7003253825826361,2.595594771572392
0,1,48000,-0.013790705525804596,0.08123139909638011
0,2,48000,-0.009395826709130375,2.3217539859491385
1,0,48000,-0.04273415120704577,-0.02291192040363826
1,1,48000,-0.14945331022616265,0.1394390777870105
1,2,48000,-0.2643766404514877,0.21707690319922218
2,0,48000,1.4851964366602008,-0.009539288042912061
2,1,48000,0.9255583474794531,0.057961291010697594
2,2,48000,1.1714226056589836,0.7719348904785192
0,0,49000,-0.5520796606654046,0.4095036742891441
0,1,49000,0.016341448956979615,0.20303687579397936
0,2,49000,-0.021635539852924483,1.1131567373084912
1,0,49000,0.08572056749969453,0.10438747786589687
1,1,49000,1.7865786503956174,1.3562072904019151
1,2,49000,0.2356462896613591,2.187017500915199
2,0,49000,0.3100582078429633,0.35262466874767373
2,1,49000,1.5339678662914997,-0.028629452612942915
2,2,49000,1.8527545207266725,-0.6517497678089434
0,0,50000,0.13100935092527682,0.05827155840227868
0,1,50000,-0.1183613314164406,0.06606295053613512
0,2,50000,-0.03569562090816601,1.5146676165991018
1,0,50000,-0.0738132464065892,0.3609405823134489
1,1,50000,1.1897966156012505,1.8955296780835473
1,2,50000,0.20974151133435015,0.1004575275407243
2,0,50000,2.3271505854034067,-0.18036657596213576
2,1,50000,1.6270650361724635,0.048919379609150854
2,2,50000,1.4728544374511296,-0.04717072516580628
0,0,51000,1.1110980316898842,1.9750964163518328
0,1,51000,0.06416986366350856,0.18867958694299056
0,2,51000,-0.035578803173079945,0.32460505732636935
1,0,51000,0.04346316454504172,0.04600881622417051
1,1,51000,1.192896683952838,2.058173050877489
1,2,51000,-0.013374653235438258,0.29496980619119134
2,0,51000,1.5972036361416018,-0.11166173604088933
2,1,51000,1.9786409343520128,-0.21416440744305817
2,2,51000,0.740252792105888,2.0985540987735987
0,0,52000,1.9541531188479382,1.3393198742610144
0,1,52000,0.030340470747578736,-0.10111927860596462
0,2,52000,0.018032943901573478,0.11249570675038277
1,0,52000,2.999121709212354,3.1530865011935196
1,1,52000,1.4708460227278408,1.8431927555663619
1,2,52000,-0.214393368284778,-0.006417790286640034
2,0,52000,-0.014346281594902208,-0.061050823633920906
2,1,52000,1.49086920614415,0.06967299834910967
2,2,52000,1.3857902299171658,1.3534553047486317
0,0,53000,0.07976311204588743,-0.059572000961224
0,1,53000,-0.29429032582817605,0.15506002345622635
0,2,53000,0.2531309280715642,0.04444729208142626
1,0,53000,0.25933501563903,-0.31360321049654205
1,1,53000,-0.18200950575065114,0.221179602070592
1,2,53000,0.035738713956597695,1.0696182936054817
2,0,53000,0.48490368575624376,0.03170026560189325
2,1,53000,0.7193621739847966,0.0892863270464336
2,2,53000,1.9930405580906416,0.518724673497457
0,0,54000,-0.20007673433651876,0.14069871744692414
0,1,54000,0.01639360829326268,-0.11709534743943742
0,2,54000,0.4764340094836087,1.816932696532378
1,0,54000,0.12411567649813607,0.06624277142565793
1,1,54000,1.4544734712727572,1.6358296686834857
1,2,54000,0.10134482206080736,1.8978699182532113
2,0,54000,1.975956684605789,0.10356123944254408
2,1,54000,0.6059720883604212,0.029819105423642547
2,2,54000,2.0051438771333063,0.04763144778696644
0,0,55000,0.42550578267492173,2.8270308623990172
0,1,55000,-0.04876631774803753,-0.13474122807830838
0,2,55000,-0.2259119534844004,2.1277523199298645
1,0,55000,-0.10287566371954797,-0.022592074349977783
1,1,55000,1.9881155959340469,0.9876077805864485
1,2,55000,0.06862525585912112,-0.40007516978876095
2,0,55000,-0.06224344244545309,-0.14749821382913034
2,1,55000,0.12183030438985026,0.2490586188774211
2,2,55000,0.5107781475628429,1.0447325507025038
0,0,56000,2.054072749724644,1.0553353594739607
0,1,56000,-0.2596072787262976,0.15957543767270946
0,2,56000,-0.03541219965549966,0.39678911287740865
1,0,56000,0.16471867965847928,0.06808070125599999
1,1,56000,3.1562553473271246,0.2278579516960073
1,2,56000,-0.031999922813897824,0.05984915386981115
2,0,56000,0.9226214436894875,0.13076708491419592
2,1,56000,0.41424069538727115,-0.047184247093216024
2,2,56000,1.243374202483479,1.0809673719257806
0,0,57000,1.4184680334310353,1.4772527418601777
0,1,57000,-0.19087983297030048,-0.1681942147373557
0,2,57000,0.034611505270761365,1.3553378608788802
1,0,57000,-0.042828295798542,-0.16771400818540028
1,1,57000,0.16294396333492298,-0.45767582582580624
1,2,57000,-0.4570227545513133,1.932023604415973
2,0,57000,2.1768632612370817,-0.039605769397467065
2,1,57000,1.1094436532169067,0.02580257131862501
2,2,57000,2.6798139747310756,0.8823526912186417
0,0,58000,2.0289175672805264,1.133878525731959
0,1,58000,0.03669838663460581,-0.01935027083042212
0,2,58000,3.158703343610359,0.1973382151812978
1,0,58000,0.2488266873672694,0.1180177261668
1,1,58000,0.06261775925546256,-0.1835613718583957
1,2,58000,-0.1684184127489309,0.5207480173440371
2,0,58000,1.1982465690702566,0.21951289576639213
2,1,58000,1.589043053321702,0.03730381037198329
2,2,58000,1.1927723479880281,1.3353562258767164
0,0,59000,-0.05682510822322089,0.085059286378967
0,1,59000,-0.3265468678509004,0.09273646037333041
0,2,59000,0.05546414197844509,1.7752004712466771
1,0,59000,-0.07907138002243816,-0.143514164951976
1,1,59000,1.3762966490479696,1.7191124506400017
1,2,59000,-0.03837257331618496,1.5499373151463307
2,0,59000,-0.2794740014388687,0.06432023184570465
2,1,59000,0.26997752687857124,-0.004240299194320406
2,2,59000,0.48747006294177503,1.6872107028525853
0,0,60000,1.6328727015999904,1.4382240017534367
0,1,60000,-0.26052836273756075,0.04038113308310462
0,2,60000,0.029586305548938607,1.6770263444076636
1,0,60000,-0.05379349092496805,0.20498991982554754
1,1,60000,0.8361802064573427,2.2825494128173958
1,2,60000,0.07426768632288337,1.3253493376234597
2,0,60000,2.278876103558123,-0.006205330845085974
