Gate_1,Gate_2,Delay,Fidelity,θ1,θ2,θ3,θ4,θ5
2,2,13000,0.62365786090816,1.4338621576869561,0.6604344704862599,0.5758912665359995,0.48301411802174044,1.7142882038301903
0,0,14000,0.6376715542813345,0.2541796425814339,0.59880962210056,1.3594429894959141,1.3103499365150604,0.43993483593469673
0,1,14000,0.7079887277370474,1.5346243932190842,2.9081969246361106,2.3946603469997454,2.010427552432094,0.42465375559886553
0,2,14000,0.6634350784875642,0.2477128607575135,1.4773875147829059,2.235380600313384,1.4675433109758043,0.24555395664148422
1,0,14000,0.6408575587407791,1.9356891149924007,1.809193333405705,0.4823784411987288,0.20889756486190136,0.5876834356802496
1,1,14000,0.7593505281066385,2.701861556947902,2.659328655446236,3.8876735870116224,2.6159326694647747,3.30524802269821
1,2,14000,0.6252081174566253,0.32656235824030827,1.4480140192938056,0.5859792098429085,0.15867362080359074,0.8055982589821398
2,0,14000,0.6198243238697322,1.9429498868303348,0.856800956944528,1.792881285003336,0.9332120142159761,0.077369007407975
2,1,14000,0.6174669478751347,1.0729960413684076,1.544957635085971,0.11520320289636714,1.5147694220708487,0.4159230289024118
2,2,14000,0.6210910469240244,0.7462724370998087,0.6268129210849139,1.2634950845525361,0.3019143976590819,0.07680191498973118
0,0,15000,0.6786598089515218,2.0834243540067665,3.8330710227211537,1.3087481506313454,0.8352964496273168,2.190609831087608
0,1,15000,0.5601277080807054,-0.12483092589384359,0.2267795557557704,0.9923546348507537,0.020637757444043357,0.43265441131507243
0,2,15000,0.6193237231310298,1.5463673148152517,0.49489057192589253,0.5593960773404635,1.9216393664867284,0.46532910173331155
1,0,15000,0.7416766613352825,3.278112720483436,2.781903541728861,1.766929215358965,1.3376568368867232,2.5085130841671264
1,1,15000,0.6252287803272089,1.311008357140839,1.064938415070483,0.42912004699226036,1.9868657968912082,0.8472649945375528
1,2,15000,0.6230766038630892,1.3103468513475047,0.5864478719956897,0.8019255225986606,1.6194931150205378,1.0873167861309352
2,0,15000,0.589232687733739,0.9664218219924154,2.287318060917154,-0.35532186329811305,1.554312238697628,-0.6872801112355043
2,1,15000,0.5737427463165253,1.1453019016775694,0.8492288904465044,0.570980177004607,1.5073207757205531,1.6748788821079441
2,2,15000,0.5788862440265807,0.012703530245986272,0.5335031644472257,0.608884298076724,0.09501495996444834,0.6239964020565602
0,0,16000,0.6989050781864881,2.978563047516684,0.6847840228766712,2.2753453687704757,2.851449069133723,2.581944684738663
0,1,16000,0.6319616016426293,2.2338940888883556,1.482257960099799,0.9670294761582566,1.5889382263206326,0.6025092531140993
0,2,16000,0.607200347743005,0.12828971413647156,2.197582728861541,0.8017680475278263,1.2204197769500356,0.5827253308983456
1,0,16000,0.6572264415184911,2.529301986970982,1.2583019800943855,2.252413415466342,2.6332372882278716,0.8565065565888768
1,1,16000,0.6588045088504735,-0.8810407283221751,0.18038692531572134,2.314932006385392,3.3732201202602776,1.837998802851451
1,2,16000,0.6109035240113874,0.7754331651695523,0.513460159575864,1.5871982849668478,1.989882680284779,1.746456925257874
2,0,16000,0.584406063842845,1.0443726512631246,0.3583765430592737,0.26047792109252643,0.17755523562381909,1.6716943905813668
2,1,16000,0.5784254112649723,0.912375596701028,0.5423668383843945,1.3044523778990849,0.894946645489782,0.8585430451247622
2,2,16000,0.563232302781984,0.10849411704234502,1.3977340341807891,0.9715244587798977,0.5741968133498782,1.9147777841961062
0,0,17000,0.5723420907633711,0.9503124813613809,1.5914463434826773,0.7226653684887552,0.22758316184918667,1.396166720907869
0,1,17000,0.6197777866365732,2.553132985793548,-0.6229442364547741,0.9341695490992115,1.3702732607376689,1.6268147788745337
0,2,17000,0.6184587768419607,0.44016346993033084,1.927176794226306,0.10142676805151926,1.3924470491947372,1.7318780299042764
1,0,17000,0.6981607515135871,1.6054221594340456,2.9922198320812465,2.643651774905823,3.3791625621278714,0.7840216242939226
1,1,17000,0.6054668719882469,1.1602892235093913,1.4404043799497772,0.21275240450212415,0.5153348727318955,0.08733284324496614
1,2,17000,0.7651122017871202,3.239386390336099,2.672593919958818,3.0009847901223714,3.0075509487397216,2.8699282367312704
2,0,17000,0.5727067704631174,0.4359489641535151,0.5733225878598301,1.854149278943298,0.6708348102164614,1.3512798096553411
2,1,17000,0.5381827318356132,0.2722508987316523,0.3585392411398678,1.7979991232004906,0.8852445623460153,0.5474297080960163
2,2,17000,0.5510959752600136,0.5314496677289897,1.0951493856560173,0.8088654080565266,0.5990485173032887,0.9125195113334343
0,0,18000,0.5779776626202423,1.6533706929290342,0.8727565410970265,0.6562460186390406,1.7159574984835078,0.15015875877723328
0,1,18000,0.5539836460791614,1.5581819725295667,0.3664090596064878,0.32043641035490494,0.0263816820711882,0.9060723956062205
0,2,18000,0.581603635318022,0.12674213946218507,0.7467634207942321,0.3809452590330779,0.6887153452776673,1.495827407620461
1,0,18000,0.5818175356054403,1.1495208402704142,1.026939918008154,0.8276918572818623,0.47380686612058953,0.27735649997026013
1,1,18000,0.562093204373089,0.07681115510920021,0.3879063004769909,0.22947780885640992,0.30692406702729813,0.27046518501394423
1,2,18000,0.7295982142818119,2.2790280147950632,2.184337875503301,2.5997420267874545,4.012613575772922,2.2303116547680095
2,0,18000,0.5544374194369943,0.2396584944321722,1.7333378834391289,2.0370508822886992,1.0847839437770537,0.9298474670969734
2,1,18000,0.5363570921437424,0.9675443526466787,0.7540760745476724,0.13857129922429426,0.5765824408368719,0.15322708368387009
2,2,18000,0.5496316937535608,0.6192086341553701,0.5312878627220392,1.226652041331768,0.18503149003686672,0.7109403928134658
0,0,19000,0.7033928099471547,0.5940911707276838,2.1026744950616907,3.5481349200282906,2.703810108713002,3.6683140805716556
0,1,19000,0.569433352416601,0.8446323506016998,0.30742262207901144,0.826221315653767,0.3057771419974786,1.7651976294820857
0,2,19000,0.6249485962773494,2.9363942264526783,2.8208744835026147,0.18952177211761592,2.1660714292160153,-0.1581952356847466
1,0,19000,0.7532918912103271,2.994248191772278,3.218542569429583,2.9271176756876893,3.484100860692795,2.9185729970540764
1,1,19000,0.5612024709792155,1.3870963604582685,1.3538607036227075,0.5037959386991255,1.4254438684649544,0.5902634081089473
1,2,19000,0.5941933037836057,1.7974731861721738,1.8123855873625396,0.6932727393949945,1.2392092178177525,-0.033260334560646074
2,0,19000,0.5364688337729011,0.9516158706013328,0.12025216203829436,1.6885321388660983,0.10042443908630519,1.6359661384952124
2,1,19000,0.49300265939960025,1.459048372739018,1.5212840577192568,0.24473159318721074,0.523031481157449,0.5906451202309266
2,2,19000,0.5429844058096456,1.8222481842387168,0.8205978154450121,0.1401664282441013,1.5307750118081758,0.6228562538090558
0,0,20000,0.6621593726579328,3.2476959418792863,1.9590191961577208,2.9395122388904698,2.391543096051772,0.4683263465040813
0,1,20000,0.5466803272862246,1.4322852392921728,2.162118054285792,0.41007972908301815,0.15870580006922658,0.24913872501497583
0,2,20000,0.643529805580746,2.5181655111789114,2.3731062528856914,-0.9526638203711025,1.1470722522858665,2.1442998910165
1,0,20000,0.6072583630497584,2.5188620364473797,3.0120108760681132,2.660643895291606,0.17268232860308338,1.1520334050970908
1,1,20000,0.7488193580567845,2.9203509818648974,2.8867544308664765,3.586044825552499,2.8035147958890296,3.5727537515271495
1,2,20000,0.716188913659614,3.3058710202588606,2.1881200916477033,-2.291104465014207,2.021759403178917,3.4085230355978995
2,0,20000,0.4851560549474835,0.17377732494828027,0.5456332513662994,0.5675219769591153,0.8861943222550245,1.5788185566073958
2,1,20000,0.5312320257805188,1.9356527894912896,0.4722158105022542,0.2847171432152756,2.006836850678277,0.5657376341773879
2,2,20000,0.5064197294103784,1.2837082861157774,0.06312332493919277,0.0022785056726875074,-0.11476875215171795,0.5020466224281669
0,0,21000,0.5300494032198486,1.9285132066588226,0.42277526566269885,0.8574124338386881,0.28696763148266613,0.5143149425620404
0,1,21000,0.6707147203195714,2.154988795438419,2.3360797837521194,0.2798241446082756,2.4629636127266323,3.804578106087134
0,2,21000,0.6662964634987897,1.5475530747799435,3.0533665829180707,2.561977088264673,1.815596684900462,1.923367039340894
1,0,21000,0.6064230088225965,2.9056171034983747,3.1181117741098503,1.1437070247476888,0.16794765270618048,1.8212639489637656
1,1,21000,0.6927812315051538,3.621179085859272,3.41717603675627,1.154024852442531,2.6873676816378076,2.066687883774949
1,2,21000,0.6686194079422197,2.0516515873415972,2.803948436290168,2.5765793429225243,1.1123704771727265,2.6017775610066534
2,0,21000,0.4771521379056294,0.18964644113248869,1.7054822627178832,0.7844250140635018,0.021698872453263227,1.082575376510952
2,1,21000,0.49437374227586556,1.499098909883156,0.8802470218965198,0.42582650787848697,1.7009967971049649,0.08850504258339194
2,2,21000,0.5324045985756793,0.08963021718772225,0.24945129093217872,0.5863991254531753,0.9195850966748433,0.870417336804875
0,0,22000,0.4899863236197687,1.593611019626073,0.9647898376938594,0.34303743176902285,0.6414440379288707,0.5781433492707636
0,1,22000,0.7449809915648682,3.3141282490135104,2.0130437515542914,3.175925067883215,3.199279690050153,3.179641591580064
0,2,22000,0.7267794147504995,2.630268670775761,-1.8921348668382207,3.072394860588834,2.444709063688578,2.902892497833187
1,0,22000,0.751699086556153,2.9201716876350594,2.579276933440407,2.5477012625359765,3.6096093953454833,3.2493937988660133
1,1,22000,0.45634968462452147,1.2183364203793658,0.029725004959374392,0.25924788128547344,0.15882858152542612,0.2888590727563073
1,2,22000,0.7031654960399241,3.6842548992806288,3.127308993948427,2.510849928069175,2.108377565465666,2.5820902848230882
2,0,22000,0.480515881056535,1.912319217534978,0.9747107799571265,0.5093279197423612,1.174001702788584,0.4082788394257365
2,1,22000,0.49282472875166894,1.711702519007645,0.8052359097308032,0.8263646647554692,0.5934275085151511,1.3253487386303295
2,2,22000,0.47771022299679666,0.7211777606286586,-0.0016083640209108275,1.3383121963074356,0.6459020680194104,1.6348709122069833
0,0,23000,0.49136192089661934,1.8747842194143918,0.6958872135063208,0.6744692464981161,0.6574494844771896,0.11382446708641687
0,1,23000,0.5712889233091765,3.542694964369882,3.589183607388653,0.07487222722951054,-0.6469759274730327,2.187226239461469
0,2,23000,0.6484769815220353,1.7697156176499214,2.244651592229658,2.318838889427483,1.6449563687179343,3.142257233850081
1,0,23000,0.5153070864463312,1.6000710437112744,1.3647822808194827,1.727205140004953,1.1680521874666157,0.6907650184120462
1,1,23000,0.5790029920055678,1.8773526206254458,1.68182724732726,1.9999881642751582,0.5984206663722056,1.7945442641433254
1,2,23000,0.5522053131590157,1.8958896212911411,1.1054517538319955,0.4862909120859289,1.7025761597312175,3.9707886944280033
2,0,23000,0.45483167023285836,1.0872044176087952,0.03502118881397867,1.1821261464333037,1.9940421254515261,1.805036727915346
2,1,23000,0.4871309151647542,1.2165386937625366,1.4187199590303126,0.6864191303563401,0.7047308109014978,1.1970033917153833
2,2,23000,0.4669929803774385,0.30625761129574053,0.9594681130637394,0.7327375102484206,1.1807284140311238,0.9942747670148947
0,0,24000,0.4708954761116472,0.8157752984298613,0.8789197775926403,0.30348704672573007,0.8620270164965953,0.2657553108269067
0,1,24000,0.4810903664965157,1.7776532246057286,1.2977862913258467,0.04824452023094886,0.667191485275928,0.5206903652524094
0,2,24000,0.5346380719041426,1.978664102158196,0.2823396877477563,1.6604110153820162,1.736520433678156,0.4033977057636783
1,0,24000,0.482385020304559,1.8003046020658149,0.0854718772005055,0.20232009923871608,1.014483336841321,0.4612707876604439
1,1,24000,0.5702014461915567,-0.9107774499988883,2.578974306027057,2.7778908196595555,-0.5133024862901612,2.257024648520392
1,2,24000,0.5092967600821512,1.481407527748965,-0.5530065918955639,0.013340119449894869,3.423684087688898,0.6716896083701114
2,0,24000,0.46483003380163085,0.43372877239159263,1.9319763972591488,0.5675388337080809,0.5362081308281095,1.3311535126948364
2,1,24000,0.492685030787858,1.3310445746781132,1.0937274144951952,0.18431904397544877,1.7342479847952497,0.7065417263779321
2,2,24000,0.47167619974831404,1.7402998385518622,1.575177044783752,0.40190136065307724,1.8644000096488238,0.5455143772233764
0,0,25000,0.6085861512448923,2.8728563162938423,-0.42181100658447174,2.135759576123218,2.980761331105854,2.8684401846235494
0,1,25000,0.6763011875405238,-2.3954804208569587,2.8627522568172155,2.91193557923545,-1.824548552405864,2.599655092762332
0,2,25000,0.7255387687922517,2.570224423474066,2.2931483782822326,2.246349807582566,3.345999518082023,3.4102036628306824
1,0,25000,0.445258554660102,1.4907167223667583,0.8368760210516853,0.9598941102686525,0.1394802506273312,0.0747460898183954
1,1,25000,0.6394193836350394,1.6366306562842519,3.024007442115454,2.017862506439427,3.168706581927709,2.68675202369108
