Gate_1,Gate_2,Delay,Fidelity,θ1,θ2,θ3,θ4,θ5
2,0,49000,0.26415993061152165,0.6657003084696698,0.6810838436558909,0.8200914467110574,0.8825087284497503,0.9775206232739437
2,1,49000,0.24264605827791055,0.46923154251519433,0.5562320486131914,0.7265514607978009,0.12521100547997335,0.7738546742593841
2,2,49000,0.2563455635989885,1.7722568109622823,1.1006046769607776,0.4239742344127203,1.07575755209149,1.2038887308158923
0,0,50000,0.26123505777842254,0.22472892206518097,0.030897285140637113,0.27406064104186195,1.551543736352287,0.45043196612214664
0,1,50000,0.276451668886385,1.4675235466720553,1.4517730043080335,0.35201104408997386,0.20554560989543097,1.5871635849855255
0,2,50000,0.2861958303829504,0.5128848022033595,1.4285595616534086,0.8198109815909754,0.9355550330448671,0.40227694729311514
1,0,50000,0.27172478823291263,1.5077155563781084,0.3515855085266877,0.13223267893256396,0.3962917376721841,1.4748960075355684
1,1,50000,0.28824092602015994,0.7233340394721833,-0.37279346308571365,2.331379331046424,0.7780794377134526,2.778909419583731
1,2,50000,0.5500089053913442,-1.8911702871811908,4.120185924002575,3.060035421516911,2.9345893689595917,3.45368902821215
2,0,50000,0.2393274396750495,-0.6128567269034864,0.7036086116380509,0.2527042979367303,0.2520907611445205,0.209029239949396
2,1,50000,0.2518764528669467,0.2884443651537056,1.9324497467176558,0.24633695412587048,0.27126819408827196,0.6242862326581241
2,2,50000,0.23433837318241535,0.2776275194132213,-0.5410635302962166,-0.14209707089112503,-0.14679658148669741,-0.1971293607036989
0,0,51000,0.5618806449484973,3.7150065421582323,3.5308852140633946,2.2338271686776556,3.1151356472074543,3.485232143884824
0,1,51000,0.641125444300746,3.4125253339420913,3.082314449809275,2.36751889576759,3.7756451102464577,3.405946124670845
0,2,51000,0.25071641157794455,0.4942459400574874,1.4392418019587954,0.894007436332021,0.5764941799085979,0.8116168060289082
1,0,51000,0.2430555058956164,1.1167946956253374,0.9268191504096427,0.7861611314629188,0.10524412167603595,0.9634576031494057
1,1,51000,0.24136592602016,0.6310890459631845,0.03928699813550962,0.5021870333961213,0.6060470384454975,0.5835105195173945
1,2,51000,0.6209259442539115,3.3853876613274525,3.4020343745761417,2.9646110741766627,3.200974511217036,-2.9892156539059624
2,0,51000,0.2577375714406935,1.0766371122437126,0.2851547456137191,0.5604048179693791,0.4966024123413449,0.6067772228503815
2,1,51000,0.24212447956898184,0.4954557659769824,0.832578279714427,0.7556413200794325,0.51335867082687,0.40127559911757527
2,2,51000,0.24341702716472935,1.3874899705063837,1.1221133212347298,0.4050160884548499,0.9792336446757427,0.6797551391744869
0,0,52000,0.24550955352267465,0.2395185097160638,-0.014608428420724746,0.4810978464854921,0.26922448002015775,1.9212537299585484
0,1,52000,0.24815876232520118,0.8070941196293184,0.21058509445426424,0.11314895987563887,0.7436987215459868,0.35855752611461467
0,2,52000,0.24478065395569934,1.3219204255243884,0.18176403614569214,0.31399888628381456,1.1233944949818717,0.7209966942989199
1,0,52000,0.25259894030478,1.2335075601854875,0.42310424338699126,1.3208546147505624,0.5774080958809742,0.43040779613600194
1,1,52000,0.25134420734983093,1.3507825093307957,0.5746140843171247,0.16790704722793803,1.5623726692323152,0.5742696346006128
1,2,52000,0.2288546097487005,1.7125550588035083,0.5258089700030973,0.20441902100416368,0.4093970271861187,0.35482071299329376
2,0,52000,0.25191905425901184,1.3633810018012364,0.07864376837075693,0.836610669313661,0.85207192730751,0.768391397006211
2,1,52000,0.23775060004529386,0.14979468223387157,0.4779287651427404,1.60177390716822,1.697169588733132,0.7812452084361129
2,2,52000,0.25585564760791263,1.8908472932337455,0.9948577917060536,1.3679469301158547,0.2601099591582937,0.5061353774026905
0,0,53000,0.2489245329622399,1.0933170909782186,0.8807808912516132,0.5531573183204939,0.5284428177180055,0.2322783288137871
0,1,53000,0.3529777340432791,2.7432431522785707,1.3967541557353251,0.3109718799636066,2.3308629278171065,2.674610493676284
0,2,53000,0.5793710911099239,3.990017969058039,3.3088192438216946,3.7898832561909415,3.812313114895651,3.383016753160166
1,0,53000,0.27273092562597034,2.021448041648117,0.822931904108774,0.537522373686748,0.6114358524414989,1.4864183492660292
1,1,53000,0.44087031393757065,2.579212659418389,3.433644074466078,3.107040282654486,-0.41521822813477327,2.7889464568181586
1,2,53000,0.2529743278454798,1.268771810027037,0.30585991354206327,0.3084700871311327,0.3795235866360235,0.6652243492900839
2,0,53000,0.24605886782353725,0.12860467962621455,1.291507110136907,1.147661742098642,0.27798071786018,0.06818019850463194
2,1,53000,0.23326192579486832,1.9628126953499225,-0.041047260122372586,-0.5936778198416274,1.3492706842433178,-0.2939979926114639
2,2,53000,0.22167538537906417,-0.1575061159592969,1.1203684998304193,0.21395151664337878,-0.04008872669967106,0.8628701471891894
0,0,54000,0.23757505519889244,1.236224046629034,0.4524293012897888,0.39153636911723405,0.24633896599678506,0.5993325142567143
0,1,54000,0.42830599243253087,1.518438942838333,1.560268563719736,2.7681341163379494,2.3650511285018534,3.8187931809045135
0,2,54000,0.22179680156442214,0.4633001235584159,1.3575814297987336,0.33027432288422903,0.35305024090388815,0.8969362549537119
1,0,54000,0.5890980056109448,3.116343365552416,2.5839967836593076,2.647116115904143,2.7480167575825876,2.7689127744870166
1,1,54000,0.2522303646849961,0.49527824950438104,0.2294730092645995,1.9818736539116304,1.8317356667857012,0.5436607785563676
1,2,54000,0.6189711153782581,3.0095291196293577,2.852599788288943,-3.601092831416999,2.707810768666993,3.1519577807785026
2,0,54000,0.22140401428582238,1.3034564323226143,0.3001453611361221,1.97634409073049,0.47277331457304933,0.526194818652285
2,1,54000,0.23301973406580004,1.3514065364728538,0.6603589201525235,-0.06706835741307549,0.3899303520557418,0.35560359158838434
2,2,54000,0.23961450381456537,1.351658253529522,0.03259809564151308,1.0489169339472724,0.761838889691458,0.3077554180900652
0,0,55000,0.24279421756888198,2.2671080050049444,0.7393891347032637,1.2389594497347072,0.8151254253453678,1.3351387780474164
0,1,55000,0.46603522828343785,3.3309148885112454,2.947107082913727,3.284448079779366,0.9110618962328428,2.7578119140021147
0,2,55000,0.2385427549842784,0.06869627388022798,1.1947776569844821,0.0237006847451455,0.5655927363525927,1.275878678871623
1,0,55000,0.23872252804393682,2.0736740060573053,1.979942481598628,0.3848477011806299,-0.7643600491365886,0.09636103743480104
1,1,55000,0.24890377888686194,0.47423724561078,0.9345964161842033,-0.04585131800412775,1.6402303806204193,1.4164114565174237
1,2,55000,0.2317569615244204,0.9453434610778184,1.256404774054312,0.28308931800739445,0.8994065074898319,0.639657968281426
2,0,55000,0.2309257997374275,0.8481863754337635,0.8006263052975564,1.8603700493969453,0.5549249227130859,0.820465298939718
2,1,55000,0.24651215338757676,0.4546503223176021,0.32618570805344543,0.12710653086757995,0.1426961062413079,0.3832497547488455
2,2,55000,0.22356569388219466,1.641182740983586,0.891503050228803,1.240637829705179,1.1224340824091967,0.7482000778780971
0,0,56000,0.6036254875588549,3.519244116693429,2.7757397346877073,2.8676860151343995,2.9590506762137787,3.233953358538861
0,1,56000,0.2342206989902946,0.1053603838944687,1.7158990752032677,1.6399114131536838,0.5310312030611983,0.6148822298196166
0,2,56000,0.626552002103141,3.2730079230907814,3.4733944413690376,3.4899149645104415,2.908815046677578,3.64301560193894
1,0,56000,0.24502011601646642,0.16226789439250547,0.9833661013843691,1.9572927182246749,1.5025229909603572,0.279441773982767
1,1,56000,0.2460580167885891,1.8067574221291938,0.580738433672447,0.668943666807175,0.015498173404329983,0.3510704917009279
1,2,56000,0.40355802819372966,2.8448145110745893,3.3418354267268398,0.8187199501751414,2.3399578670179078,4.2242769597713075
2,0,56000,0.21511107308561342,0.6847859441232487,1.6617824874473686,0.19597193649754063,0.0030364768910080457,0.14606724628165632
2,1,56000,0.20293015630659134,1.1104487123893645,1.7947759506232952,0.37236779806157877,1.5232321918999616,1.1853822385999895
2,2,56000,0.21766390230533694,1.8739682596073683,1.6015054333042615,1.0316980805483218,1.942540839115856,0.21498769609691004
0,0,57000,0.21675727739593906,0.2141756204896748,1.0237791558859544,0.03826082116557884,0.17544294275433472,1.1003853276593216
0,1,57000,0.5914300637150873,3.3382069529620164,3.309133177456935,2.68161869091868,3.741901843813759,3.2912426010847806
0,2,57000,0.2925135479912482,0.11955441274246854,2.3444307156635436,1.9588252974731266,2.7738991175172028,0.3210286509240422
1,0,57000,0.49078939694162543,3.0537010193689382,2.6683203622194402,-2.2536275012048423,2.406190829393399,4.362644782302457
1,1,57000,0.26900007134560067,1.6282732549521868,0.6215962134601242,0.5541266294758592,1.8187644733465564,1.8686946040691599
1,2,57000,0.6283247513433871,3.182057679122294,2.9988992429449968,2.971384471535068,2.8433324207321076,2.5478315267622365
2,0,57000,0.24605886782353725,0.8031406818104673,0.8935256675223753,0.6584935088943351,0.6673272392564962,0.9028283094298454
2,1,57000,0.20389258854433878,1.5364617050883174,0.9745494934692103,0.6967548790361899,0.4257964572921669,0.5957557681852278
2,2,57000,0.19989222385090444,1.2978501464650942,1.1168038317739275,0.023761150641924904,0.12357428610521169,0.14494357219527101
0,0,58000,0.5727498707988606,2.6949023357553163,3.543635564662453,2.477152815276843,2.467678672717591,3.468404412791543
0,1,58000,0.5704195898660956,2.346961338642248,2.9935909223141772,3.7057141352843983,3.371430271382193,3.0660417781859373
0,2,58000,0.2593979166257083,1.504654559865733,0.9548833029781503,0.9624758966214162,0.6509592790316174,0.587180886779756
1,0,58000,0.645291029158909,2.765803173636479,3.1128544803022677,3.01844695928776,2.872503463052549,3.143302447842151
1,1,58000,0.5122760063320936,1.9073290238743428,2.931580101592322,3.131611203067308,2.2793386774999203,3.7256686233142156
1,2,58000,0.23099070081531478,1.313868625432108,-0.34926083339968883,0.8375948886680596,0.056498833046114555,1.6857072389193855
2,0,58000,0.22624816691671373,1.856408148219747,1.7495657060865282,0.5307330217240543,0.3395883383890234,0.339898251156959
2,1,58000,0.2185384979940903,0.9600162193003623,0.5546720084513844,0.13654138615256622,1.760442875318286,0.25476231018541
2,2,58000,0.20256273646948839,1.6149113509568676,0.3487829029780508,0.06177214248861246,0.6693808127850889,0.26386730906920364
0,0,59000,0.2263901415663015,1.1105903732895575,0.4074521414194664,1.973314411178985,0.9289159320746413,0.7153917308232016
0,1,59000,0.231921000549785,0.0595387833024926,0.6322351640114963,0.3234250340930848,0.4732871445348098,0.10176205254625129
0,2,59000,0.2042146369716039,0.9305846956409382,0.6620563026693704,0.9829228042687862,0.9225261271724211,0.8785224296085622
1,0,59000,0.22499842911069295,1.1347109550586216,1.618079966309282,0.2575561719494229,1.0308418218092639,0.4868235842783504
1,1,59000,0.22525679904505622,1.237437593322968,0.7614624225542759,-0.03357383215183872,1.0305734428715416,0.19712233605303947
1,2,59000,0.36795541139974813,3.2904553242561416,0.22269929951952258,2.147973206691408,2.3332752761576554,3.59766708150202
2,0,59000,0.20640974086423455,0.7796278513907442,1.4080575064104985,1.9761643976696537,0.10237001335758117,1.8705591119690916
2,1,59000,0.20560106951116985,0.11158826112459888,0.8832465415517997,1.9388785510592155,0.8789583141613982,1.2710132481667589
2,2,59000,0.19738391429958863,2.128235780375812,0.6782689679603837,0.6392511430305501,0.3584444866917568,0.9769607145604191
0,0,60000,0.20442626097540356,0.6269847599515213,1.590442765717629,1.0098058369523353,0.19512362650116435,0.8272261231679678
0,1,60000,0.27848984483685446,1.268868582858575,2.0416199085676396,1.2997761991481482,0.5116681732231061,1.486211740242523
0,2,60000,0.5794115014487211,2.9611930472854344,3.067419365120297,3.526332993567154,3.3660057843618802,3.9853724761697107
1,0,60000,0.24172492900703774,1.5291701624116583,1.0533065424191255,1.0962379353808642,1.0598133255669275,0.8826333206259485
1,1,60000,0.6013960625215888,2.8540934000204476,2.725557173614454,3.394608525428568,3.2021197387901994,3.503328371291959
1,2,60000,0.6165159221479845,2.997296891813028,3.122485861692128,2.955798856361142,3.433174230801881,3.0034558536064195
2,0,60000,0.23735699174824737,0.2979745186844761,1.2156750281311812,-0.6088106029011553,0.1046406254681168,-0.12385464845223447
2,1,60000,0.20378474877130187,1.248729686549912,1.4001310881931583,0.3291574340208393,0.1572278605437763,0.3920534388318795
2,2,60000,0.2128632754567866,0.46002707555101874,1.128237869650712,0.2917663810168926,1.0475737678008203,0.4483878459372579
0,0,61000,0.25328206793029845,1.5052673685510662,1.0066705782983119,1.1342351354661149,0.8450456553941855,0.9957420643568107
0,1,61000,0.38286933856147715,2.320114055504963,3.0894545218707856,0.7153662041587266,2.6104204656631307,3.5464607656622773
0,2,61000,0.6216648623105621,3.0297846508575277,3.1589206151731806,3.7097494759634015,2.9211642179950488,2.9772494971693444
1,0,61000,0.36852656836813447,2.1407374865086704,1.1818191202972548,1.1734194196601029,2.7681560713208713,2.766698383793728
1,1,61000,0.5952068753744117,3.4341471584536736,3.2056222830050207,2.7690398517795702,2.960344004323759,2.9923439419272353
1,2,61000,0.5934836619059483,2.9176180607718987,3.417349669897184,3.0292267773026706,-3.2267035326716145,3.7384950612876082
2,0,61000,0.2020083171173728,0.9765882118313518,0.1496478405410058,0.015841397602161498,0.39834537334535397,0.16705869605675477
2,1,61000,0.21142809535315835,1.9390680377076752,-0.44757550616006064,0.3265103382174872,0.11156210876663794,0.3226882414069457
2,2,61000,0.1858495774543469,0.8464269797939462,1.8856662277957472,0.46908083750596735,0.8488671285361877,0.5358827803149674
0,0,62000,0.22001521333917304,1.5196800891276445,1.7609138303545455,0.7901435253859502,0.9505459857870245,0.7005364759099258
0,1,62000,0.20137292266386583,0.8271092395509866,0.746250892559567,-0.003956623699418262,0.2483680038239384,1.7610300278274353
0,2,62000,0.5871916058288504,2.9684619330200435,2.8654264659149034,2.769632662489788,2.988605892592364,3.2651156172096556
1,0,62000,0.19850815688149007,0.8959388104367344,0.44735283707286905,1.2344106292077863,0.14312924583068043,1.4870574888722927
1,1,62000,0.4808486780999735,2.8508994632057085,2.6065223288342367,3.086300211546689,-1.1798347809301768,2.520190480691755
1,2,62000,0.20999495154623646,0.6419103529758529,0.7501308767052373,0.5772648317630202,0.01637515234057432,1.3576414563798658
2,0,62000,0.1923527596802662,1.0336335287956215,1.392901384799648,0.20430142026342218,0.2377603030913192,0.8990505604464379
2,1,62000,0.20818134799300145,1.7232606671684287,-0.1320172888059791,-0.1176371494444544,0.6639680725387573,0.47659026510290864
2,2,62000,0.19864864736355992,-0.33472821447205986,0.5741361411247566,-0.16162288295815952,2.5940139989807904,0.020108055732401143
0,0,63000,0.21413328085032599,1.2015024891235735,0.962803406186419,0.401435454847327,0.2025387174853466,1.6253219953188538
0,1,63000,0.5738943574816678,2.49671941332034,3.1366487629845796,3.5864808055599426,-2.512432684293154,2.9412731381750867
0,2,63000,0.20991888567837302,1.2931992594342,2.0356920585394005,0.004182873591319742,0.5036548261815373,0.31844906535572753
1,0,63000,0.2040316494450405,0.910837660977345,0.97276674866528,1.8945420334093275,0.9499154962349369,0.4959563471327775
1,1,63000,0.1863817785798476,1.9624977668351296,0.31295486317175325,0.9169120642369143,0.4113603255241006,0.9905106436807432
1,2,63000,0.4835182163657842,3.4674028997973423,2.298997353969313,-1.9329808476920365,2.6896258626917278,2.27431156243701
2,0,63000,0.1824218610570734,1.8644786323322344,1.0089274662550964,0.769010524089304,-0.020403555413164867,0.38819223039707274
2,1,63000,0.20335444311218653,1.2574143244764688,1.1623501697006091,0.19832677003878404,0.6222409297403327,0.25398505895144813
2,2,63000,0.19181438835204007,1.878788461475298,1.1112895898462907,0.09339512652550438,0.6332158607560027,0.19352764837453654
0,0,64000,0.18281248679607126,0.27485614585825746,1.1026725986078896,0.24789410222657915,0.8696977797682701,1.9088415023027667
0,1,64000,0.18337402018315946,1.591724120481789,0.7499073861492878,0.8813146068999813,0.24294459873967192,0.6163773463621426
0,2,64000,0.18706577646206288,0.6838897763166494,0.06812347042075324,0.5588691559014447,0.31858003960061343,0.65116652336105
1,0,64000,0.2252190558442474,0.5141135478927686,0.5197935295046742,2.005786290397992,2.0081908905832018,1.5211608628463402
1,1,64000,0.17321351910351535,1.0689343991542426,0.1107377156757684,1.6944444192347161,0.8265395793630772,0.023295647511964085
1,2,64000,0.6018169850361077,3.0176909351641035,3.0237256320441066,2.5142801740343756,2.747929658432197,3.163718913553581
2,0,64000,0.18024967965313463,1.5898072327881776,0.4355644868150794,1.9506217278058606,0.88873602619161,0.8230692808194333
2,1,64000,0.17101138492952006,0.142943017829033,1.6666656453257003,1.2959771014473769,0.6608562837759612,1.4026597283575162
2,2,64000,0.18926661968590128,-0.3849121560503107,-0.12469109941770959,-0.6624047661517037,1.291000275478634,1.0509232223051852
0,0,65000,0.18815216998166792,0.8565925072281739,0.3323122070858666,0.576300400068898,0.07162716177800382,0.962338154016431
0,1,65000,0.580951137964593,3.1187120816149045,2.832599621699606,3.1477243940519672,3.6337807959159947,2.6821353514730752
0,2,65000,0.5953600318999549,3.230181243565414,2.997605609609124,3.238189316914499,-3.0976444492193695,2.498400714164974
1,0,65000,0.16475542971420976,1.1543992106689063,0.8502844197223376,0.86991932625446,0.505485699113782,1.068953273589545
1,1,65000,0.22209692252860386,1.9282253825334719,0.4584065436727386,0.9519100967660763,1.3140105204218722,0.1797267642137528
1,2,65000,0.6016154350738739,3.1303827307598797,3.7423633189284295,2.956410989264057,3.7175565367947474,3.0690441589357276
2,0,65000,0.1754401674749496,1.0502356059416262,1.9863402265596526,0.8417864378327876,0.6219258127665568,0.8219989360981974
2,1,65000,0.19895638823393924,2.3474778653142114,0.4241730877232474,0.15028929216648088,-0.26199275257573884,0.476453429649784
2,2,65000,0.21354116276324045,1.6243160610193323,1.5218491764635234,0.07617558829006967,0.5574572578744144,1.3923584527650643
0,0,66000,0.20919048678808058,-0.2346982189432296,0.8135372322646245,0.04336677526538112,0.42099250073071237,0.23678759090502455
0,1,66000,0.19894944654538024,1.7101196800083978,0.04552122251004977,1.791083895337723,0.7434734629263581,0.49620259399645017
0,2,66000,0.18288073884413808,0.40454051654738143,-0.660570456261213,0.8169169013247942,-1.1463479534904468,1.3787445180797668
1,0,66000,0.21202753495837284,0.024354829055123713,0.6980246497116599,0.24238019684244982,0.38967000622788855,-0.031079220055831285
1,1,66000,0.5973364715174603,2.9820032666994365,3.1183929039741454,2.9513289486853496,-3.182708910840036,3.436587507830046
1,2,66000,0.2188888168723528,0.12440961842662909,1.8493542941215848,1.1193808783734633,0.8436530264325313,0.7532618091419074
2,0,66000,0.18960510971537597,1.606635170804687,-0.1043849033771172,0.8340294425140523,0.5610493406741062,1.6445902067952327
2,1,66000,0.19957864674725775,0.9714954494403781,1.7249046860617776,1.6607356668029796,1.1590452656133263,0.4628097089202266
2,2,66000,0.19519223173537234,1.797548254808132,0.4851201368135497,0.9017298182778781,0.051804792287822685,0.7246134631844723
0,0,67000,0.586181640625,-3.3335522441225063,3.304712904821934,-2.685032075784605,2.763128109347911,2.9201329409960213
0,1,67000,0.5631560813066285,2.922823599206001,3.172995926066988,2.9021132065418294,-2.659711065017435,2.645675806792736
0,2,67000,0.18933097531795245,0.9985303000156506,1.4363083882272953,0.4237514700920283,0.7807144049126683,0.7165013390908591
1,0,67000,0.19673836322305918,1.2249551195421484,0.2992581480530552,1.9299697382606578,0.7076443111220235,0.9001329213963963
1,1,67000,0.20178014484809836,1.4785339591014275,1.9094987167372524,-0.0388157481048989,0.10013053955752932,1.7460833247863745
1,2,67000,0.6005815582078992,3.6257256095481907,3.412299395361598,-2.830165646910751,3.509800395463258,2.8427718782718348
2,0,67000,0.1788448969425409,1.868459335988432,1.702984422677897,2.0483848283127104,0.08385282120499744,-0.263172545285842
2,1,67000,0.1974907195073941,-0.15201040319045553,0.43309442103422197,0.8524258207984847,1.5812133287473833,-0.6502777604678373
2,2,67000,0.18220157744526133,1.9489698202553711,0.1299008921686404,0.04384872184857211,0.043184889517810875,0.03125548120393312
0,0,68000,0.20385253894042354,1.7859422615815643,0.9249861786438702,0.23857155797641308,1.6573123942619297,0.02764125457333678
0,1,68000,0.18656839987758336,1.489188203677037,0.7170188047164329,0.8209789111770005,0.41494370911839124,0.47998542415883616
0,2,68000,0.19080146117093663,0.5186558927056417,-0.0018679227980511592,0.5078170049912042,0.44742236628486476,0.3596448514086442
1,0,68000,0.18610785020618545,0.08409710745981187,0.645065530290376,1.0605019176554982,0.07726168555154485,0.4076778029006313
1,1,68000,0.18296180133880488,0.09395241196210881,0.8877845086794572,0.9470855961863509,0.46479380732570436,0.9368920203138659
1,2,68000,0.1944837884618955,-0.44679099269480305,0.5681602731469587,0.17552693417516593,0.6159500325937094,0.6104421077816453
2,0,68000,0.19511616866965908,2.120703146002076,1.9701671456400538,0.5092717633419782,0.14272765101947038,-0.07728099851148697
2,1,68000,0.17005706910479113,2.0603267577192135,2.241965407201585,1.2937982013725247,0.23183889701861088,-0.5304392233907377
2,2,68000,0.16640618888843042,1.7684696587079198,1.0891837346961728,0.8599587426699306,0.49743653313534364,0.17062263125640392
0,0,69000,0.583680920206664,3.23358868020709,3.0563141733112418,3.2498683819254826,-2.703468008821489,3.106841010991449
0,1,69000,0.18261685846891046,0.021491719387247223,1.787011570281815,1.385112033290009,0.5233613251367826,0.35183651489864476
0,2,69000,0.17829532744526133,1.6601211805840195,0.27898703727720026,0.2379921064040907,1.3168398079597763,0.5155170842574581
1,0,69000,0.18006300387113355,-0.7245728051691719,-0.04259007653466793,-1.0817256107838331,-0.1386640333297397,-0.04315026913363279
1,1,69000,0.5770213907747005,3.091936360748274,3.460193624372144,-3.4228611305022074,3.6140738451647825,-3.383306480778094
1,2,69000,0.5387007227129291,2.2356311612235604,2.9579692110380313,3.5283792349388903,3.2064954871102906,2.9618806432154137
2,0,69000,0.1812368655564792,1.8891248087194936,0.3961697341053354,0.8853016794494393,0.5808453504349519,0.5934570365622183
2,1,69000,0.18591831736980602,1.8512726045621104,1.0835857064925267,0.47326606686018197,0.9873719623883427,0.17781969219183624
2,2,69000,0.18522574401616457,0.983196770820762,1.8644525788632826,0.36260257146362945,0.5717770335810157,0.6258150654787474
0,0,70000,0.567130489851094,3.7571698245632597,3.6842616866805655,3.545000923917602,3.7190275182959938,3.258761299242413
0,1,70000,0.5108152393772001,3.4285677033625968,2.402476300154173,3.0310081749304696,3.051093017291201,2.1293822607923953
0,2,70000,0.567093684058273,2.974650700458426,3.520999107021087,2.981600151484068,2.585674571095344,2.913321070001522
1,0,70000,0.18034581297345223,0.21009637509665535,0.039434358899443675,0.4075442460269805,0.2219108777305845,-0.05974855584208463
1,1,70000,0.16538947563712178,-0.1086130279403626,0.19513892372939065,-0.733312611364505,0.4043626494574706,-0.3176882065685961
1,2,70000,0.35796854811047996,2.1987231410626173,3.272144884655338,3.5722461566490575,-2.993650205002799,0.6106594660448686
2,0,70000,0.17145712744173822,1.1402540685384628,0.40063792597268694,0.3979600936188899,0.0471741243009211,0.5833273697137759
2,1,70000,0.1828845115900983,1.2602582944431513,0.3976385816590097,0.6711000103196768,-0.0009298925147198984,1.103876248888921
2,2,70000,0.1757681699951334,2.793094153131331,1.3671100701169008,2.0059001707142667,-0.185997843402866,0.11386644422874696
0,0,71000,0.5835328066072458,3.7043151918155854,2.874740262081339,3.4106349510017364,3.1365143767500103,3.5866805387330696
0,1,71000,0.17160517498349154,0.34610890326886723,0.877435530435056,0.4263051672147918,0.005113488979963544,0.9867771440877572
0,2,71000,0.1806587836295391,0.8904378659445,1.6013194727163786,0.48885130286336603,0.207355967693074,0.13703816104536193
1,0,71000,0.16913722193021935,0.6082822541494982,0.5790136272554075,0.8827425152135822,1.2652996366833673,0.3888424098021668
1,1,71000,0.5241736777734973,3.9426996088563815,3.3557309172914174,2.7792490738877396,-2.8488590026963228,3.518495982064761
1,2,71000,0.6029401000583646,3.1454259024398064,2.916657453189545,3.2691688201179425,3.031716837181153,3.3639907659332717
2,0,71000,0.1725764429436084,0.5033465643347232,0.7468242389191881,1.2745423201476807,0.2067180788539038,1.3149199595117527
2,1,71000,0.17231414957481886,0.797706910608995,-0.5181876162076368,1.7761634702498832,2.158142847135137,0.5354288595145145
2,2,71000,0.18824678195903155,1.0362030483093396,1.5094755420443093,1.9508919031830232,0.49022199440203057,0.7180621502144134
0,0,72000,0.531780437759239,3.8952694926216216,2.8732769206762967,3.161285478721182,3.6245885731798113,2.8030478981343
0,1,72000,0.1789190501138251,0.5003791639199946,1.3395153159942628,1.2547237806607348,0.11027359523468191,0.9936251560262315
0,2,72000,0.561651852367721,3.5584799690401256,3.032429379284747,2.787692595115843,3.134410332596772,3.1538481218471834
1,0,72000,0.16548615293732868,1.4470095188050398,0.9719018166870793,0.09590445760309188,0.45615463761415015,1.5184815166976846
1,1,72000,0.17949864465570523,1.449027969060334,0.6875700693239918,1.4889057554001943,0.20649113592865145,0.6279555546051115
1,2,72000,0.17138636897761306,0.3677452067511153,-1.0540595233180312,0.25605000194753896,1.4681328699774205,-0.2839077895121225
2,0,72000,0.179645647038999,0.09419547077399822,0.567359933535915,0.38171887017053546,0.004913553870283093,1.7821033752593713
2,1,72000,0.1851104071281722,0.6083102413078681,0.039766003198913186,0.2206564150368148,0.9556749026562501,0.8207335807755579
2,2,72000,0.1867407782164418,0.8816121067390271,0.45693659388808333,1.9187528248352053,1.0609591207823765,0.3150754425284504
0,0,73000,0.15963130133871037,0.47074428742250274,0.8498173327775592,0.28095329300965044,0.027736954745640318,0.9239965883452256
0,1,73000,0.16448861237740625,0.3642092067016439,0.7846081704319705,0.727134899859786,0.745027063273379,0.4413658942166011
0,2,73000,0.1834204612743471,0.8841919494094607,0.5679936662109631,1.266183633509185,1.1795305931241518,0.5098360505190606
1,0,73000,0.2039913813175409,-0.9040080515353283,0.9656411842581838,3.526604447996977,1.1716175916548743,-1.2808191955487966
1,1,73000,0.1805419093717818,0.9379133840063865,1.3762128551766581,0.30518379370911725,0.5289023859086533,0.726042337776394
1,2,73000,0.18114697785997913,1.3488817876935675,1.2270482913943301,0.6380562297586325,0.7477902081262269,0.027226503110430345
2,0,73000,0.15853926770434199,1.1594553217752614,1.4054171912186801,0.6237024905958721,0.7346622486275807,1.594393785926646
2,1,73000,0.1600775049985602,1.3002179498785724,1.593825953088877,0.6165564217248942,1.8103773132002638,0.10793432437080283
2,2,73000,0.15489850670518196,-0.004485776063548194,0.5402572284797317,0.724353225654919,1.2941445801987865,0.3366058044479554
0,0,74000,0.1589217263642096,0.2384614580138278,-0.5182693154679449,0.6244530813761144,0.887585394815055,-0.12350132549086112
0,1,74000,0.40505385174608105,1.3337366852547452,2.6717250217063997,2.5826143620358186,3.742396816846691,3.269423183059972
0,2,74000,0.47526383551350876,3.5124923737152556,2.7513490106370555,3.17498991189454,3.1388365902860462,1.7647981123478897
1,0,74000,0.1861571397414657,1.5130108784709075,0.5878841134702922,0.7153459094142409,1.3842367717596331,1.6998745007918548
1,1,74000,0.14504875319513236,0.30391639515389585,0.4996652618064633,0.21754277847375372,-0.0036862758707487384,1.2675138456739745
1,2,74000,0.15502287184360675,0.0767231919411619,0.8147880075498387,1.8420923382136614,0.6431727570677035,1.827446667390473
2,0,74000,0.1682523417909867,0.918710794606808,0.601013620753341,0.9430698218359969,0.03771762729187474,1.4787863237960737
2,1,74000,0.16130399260717634,0.3623454063492039,0.40615600197461316,0.40022236948088985,0.6307130516171433,0.35619734408456893
2,2,74000,0.17812408518233624,0.34101500306459603,0.08857148703931648,-0.04193346469281503,0.5279765014947444,-0.3373564867931578
0,0,75000,0.2421700595677844,2.3287019410630942,1.3726618524773841,2.1829302911961856,-0.5017246012603327,2.5013156256328863
0,1,75000,0.1807120772636746,1.3414050049958288,1.7954310279472312,0.6537786284222108,0.7790812565426457,0.6426392194670486
0,2,75000,0.18523012284338947,1.27854140629639,0.38608795729258355,1.219950364462326,1.5710121482078003,0.46388907364650644
