Gate_1,Gate_2,Delay,Fidelity,θ1,θ2,θ3,θ4,θ5,θ6
2,2,1000,0.8944883849532287,0.38030468998730166,-0.04239524610513417,0.8953688926370975,0.08376229075762859,0.3884549094560827,1.9258251166892846
0,0,2000,0.8287752810056785,1.482404897190304,0.23761513959705027,1.2410582268701564,-0.14721780915606883,0.3352609852732111,0.41060886280485837
0,1,2000,0.8492759551125763,1.0390324065871657,1.3662502956986282,0.9201132259917415,0.2028231539389299,0.16454133056684433,0.7018664271647616
0,2,2000,0.8492587864468638,0.0715023019402942,1.2309120797195896,0.44039718471746037,-0.10976895161924792,-0.2789330665048646,-0.2504713451581614
1,0,2000,0.8581801289183165,1.3678752553003508,1.9566769047362615,0.2855791495884658,0.5422498861022531,0.008675104827265818,0.3499064906081013
1,1,2000,0.8212119225153308,1.0463158861219821,0.5824304233856883,0.631968303123327,1.5591691333389668,-0.30611208079663604,1.0336103850169995
1,2,2000,0.8503578512894582,1.0863315077891311,0.2125622034582631,1.38018879934534,1.7777817191061456,0.6255428329928953,0.3364069829639165
2,0,2000,0.8572433770666353,1.729877584401421,0.6429765502141974,1.6343339949415165,1.9057207343660074,-0.5449429164037869,-0.5137161461969221
2,1,2000,0.8706640959084948,2.0902900490266436,0.3460954187599129,1.4289291171625442,0.6248473342874931,0.6477568299855209,0.05046820699621306
2,2,2000,0.8508625622473874,1.4752240838545587,1.6271177601576674,1.447262609070345,0.11371171598599027,0.2366082115469864,0.24645076461006615
0,0,3000,0.8029546961417918,0.05470908209469693,1.6027384006157455,0.05967310575860966,0.4845715951337292,0.39794376083491967,0.28587516947490466
0,1,3000,0.8466796875000002,0.35449083670637177,1.0640226022186843,1.1608428422108947,1.700576386194709,2.030726184351462,0.004756855390504527
0,2,3000,0.8106352713898343,1.1220224223750843,0.5941543715758357,1.2826661348816053,0.45923850636256397,0.5218304158325157,1.3429241757695924
1,0,3000,0.8056639707867546,1.4481769984865265,1.1943943377696598,0.17611091152399055,0.8933328236630353,0.7207461895565338,0.8873937005987316
1,1,3000,0.7905760388283104,0.6699396042955453,0.49783058782016587,0.7201855033588738,0.3254825935864836,0.3750160785152255,0.46363837342864483
1,2,3000,0.8221407455257542,0.03961161843426725,1.6594383691500971,1.6641776970624955,1.8565152014579411,1.6014697975105128,1.260031333780782
2,0,3000,0.8429791952879856,1.8751080705183887,0.6977134999473751,0.339699114995331,1.523083347557327,0.8081966030194235,1.785934279090326
2,1,3000,0.8124382711313894,0.47143709337896966,0.34296599112502846,0.3217645256719001,0.245385218757577,0.77701837922147,0.978044642161984
2,2,3000,0.8069634776185772,1.8312891529782904,0.4909421085979141,2.2780344946639866,1.6380856658028442,-0.013064126097608245,0.5051080908988028
0,0,4000,0.7969117821863796,1.1034568689018702,1.6521750445206431,0.46167395144444456,-0.047188316363294326,0.525913331957743,0.3741608540590075
0,1,4000,0.8149479374518287,0.2589924384268674,0.40743241317888373,0.8974729578775534,0.31058545412529526,0.44832991085500556,0.9257163745133503
0,2,4000,0.8632812500000001,1.551968680072927,2.315808781746678,1.459545411918768,2.188610093772787,2.373940281261523,1.888103434853445
1,0,4000,0.7904228056062287,1.648765709301067,0.7237064542287318,0.858442183277789,0.41709773598993216,0.6407152197134961,1.4158829266370447
1,1,4000,0.7765328512893167,0.6149027304668662,0.299570637576399,0.00964226313757907,0.6089330398904668,0.534069812010749,0.6960549807541152
1,2,4000,0.810485692529668,2.1096280854033385,-0.9277637322839827,-0.09146354269146256,1.34683186785243,-0.022756369055414862,2.7204830459212452
2,0,4000,0.7795653511576248,0.017304561519104585,0.48976850639780156,0.5250558725023431,0.9374621984652564,0.3039350816092798,0.9648081390934357
2,1,4000,0.7909038305000565,0.9164215470523533,0.8772917888588904,0.9534822193551679,0.6085275766000314,0.9266716194501321,0.4352729557852081
2,2,4000,0.8059607829042549,1.501795346560537,-0.05274922300668589,0.22134723194964015,0.34511196313724424,0.682502104644624,0.17771216533791037
0,0,5000,0.7720906251667516,0.6007429380522964,0.24611439895895995,2.007527098918115,0.04865080641125224,0.622786934724487,1.4940639712797672
0,1,5000,0.7536274551738136,0.563440672906672,0.7350659476392831,0.9826235345856618,0.6976512806168204,0.4344972275778465,0.4665387649722371
0,2,5000,0.7690666981079549,1.4867780575367886,-0.14124117848376347,0.6307860313734615,2.3959427113873653,0.6337174407850557,-0.4343181927597552
1,0,5000,0.7747599920265016,0.5663417543896896,1.5365246846620624,0.10370689018911826,1.3812107045798074,0.5834316667440198,0.1923996202320973
1,1,5000,0.7445854543738333,0.19601910762810074,0.28298547195837626,0.6724708750766993,0.8831876690970849,0.524290110327862,0.027917847962137497
1,2,5000,0.7679905929931484,1.2640417461366682,0.5763036574367972,0.5417001490615124,0.9530898950418712,0.24759209113358654,0.45495852655028673
2,0,5000,0.7596994055538341,1.1942174668032874,0.7935962055663425,0.11115160211471566,0.30253462578171014,1.0096086742073702,0.34877183977553416
2,1,5000,0.7360628560883523,0.3397704419078631,0.5565528636132117,0.9195388700301396,1.5548270228805772,0.6019416184817883,0.5560370206663598
2,2,5000,0.7706607106751301,0.5722154366477062,0.4748561102463154,0.7586244956534927,1.667611256437205,0.7779144272407822,0.06869934596117933
0,0,6000,0.695035274932075,1.0420823739444929,2.0531404289877124,0.5971888066026808,1.0637705878228283,0.7965275272607,-0.11438802896913816
0,1,6000,0.7443370641787052,1.557702383750801,-0.15406545143771203,1.3033874283284852,1.6728184014482694,0.28843210227801586,0.6488331542076092
0,2,6000,0.6962383872937686,1.3495127073667952,0.026971559385514907,0.22891441458387798,0.12257936442515593,0.29757648811678555,0.25065206229070813
1,0,6000,0.7458003077600402,1.2694211390201022,-0.3550205015282923,0.9765662099921281,0.4236412276156656,1.2024317734199286,1.7074756722086788
1,1,6000,0.7865136999434479,1.6317491245926445,1.1755188635666933,0.7059928853419897,1.9459604519812541,0.9256451347583289,1.6357844771957828
1,2,6000,0.7719322251273586,1.4389421688536115,1.7417453239077445,0.6701656916138806,0.4067352199015772,1.5350325615672622,1.6318267327434206
2,0,6000,0.746996357085266,0.714377110518391,0.6387435694679952,0.22745904914140108,0.4768995497938566,0.013891319022427509,0.8209071666079499
2,1,6000,0.725562382590783,1.493920936829908,0.2860274515156186,0.00807220133527095,0.9871143741497589,0.9393717469662857,0.11418924038818414
2,2,6000,0.7584684404888997,1.930076242552428,0.879419212938631,0.4285112643258709,-0.21664280734040423,0.5594040149133833,1.8205732729622501
0,0,7000,0.7096446839700733,1.579604294356376,1.8614903800575906,0.8966050464888475,1.1490901702594019,0.73640729777664,0.6728860925197676
0,1,7000,0.7430626531381546,1.7066042534332244,2.3991895771158154,1.711517491577119,1.1327294948244497,0.05905389550949623,0.46725427363956495
0,2,7000,0.7303410219514814,1.4588158572689562,1.5059503417515703,1.1521633562826674,0.23551210803364875,0.013926070269087078,0.8862782358015316
1,0,7000,0.7027230939117955,0.6609240018341678,0.6331154648199218,1.6620668420506215,0.10298977451970519,0.02952359637449585,0.7787905697520209
1,1,7000,0.7150899083092254,1.8388864840744559,1.8268434723642388,0.308328444307796,0.5878127676848368,0.2776740874566623,0.7019588137829991
1,2,7000,0.7161498299541974,1.452395839674281,0.6186900234380678,0.0939484064387132,1.6029460855957356,0.2964885347493028,0.4185075463640952
2,0,7000,0.7091700241102192,0.9634709387925885,0.1582317342947171,0.5665557720603408,0.22386309774827914,0.11055076573247834,0.7842830343816688
2,1,7000,0.7317137877107972,0.4060478479409277,0.2497974527588266,0.8896787239146966,0.007792743238966852,0.793028878405646,0.48133245410143954
2,2,7000,0.7337710513406389,0.8244393081315161,1.7510863168703779,0.9190589221268621,0.35839403011276,0.2646447900813196,0.25593864529628674
0,0,8000,0.6974364721254485,1.2529488652899898,1.4322925171712735,0.375949468851412,0.41057355920518407,0.6211761116777205,0.8676371872218971
0,1,8000,0.772452635370301,2.0453929800601145,-0.7382863616197556,-0.501725586762948,2.8846531748996114,3.004352624114663,2.3394594036872554
0,2,8000,0.7188469370619472,1.9314326533628252,1.4718767317731787,0.08212227395562206,2.5899505536394667,0.1529610070685475,0.9178426804842524
1,0,8000,0.6845997985962767,1.5124557128773692,0.7260863017922664,0.8376633536660073,1.0521645957333772,1.1043801532836521,1.6288065250452561
1,1,8000,0.719942644414775,2.151284715559621,2.751855076861024,1.9976016860254908,-0.162694929716478,0.0019107525219132955,0.6305717214658217
1,2,8000,0.7184577406584155,2.0544568880576275,0.3679233380184314,2.13205435526422,0.2642544352794619,0.8027048165066253,1.8354666278700358
2,0,8000,0.6806623729404444,1.06805721444695,1.6909224269582313,0.5051289171914906,0.28890652273186507,0.3847438290680772,0.45889943572408
2,1,8000,0.6898711148251842,0.959992145293571,0.612658062455931,1.4021231360281023,0.6372221652495875,0.5824453038948391,0.9756569411284118
2,2,8000,0.7009855514352402,1.04309635360412,0.8758660953709771,0.6353410328019167,0.18726028020714028,0.6573146668717761,0.8279478139318849
0,0,9000,0.6856082251848815,0.9202325757675401,1.3578427204878525,1.9163930606464727,0.580548337154067,0.9083449883921362,0.2886467833973699
0,1,9000,0.6980436697100956,1.3709389410772348,0.5997236051389389,1.952656858641105,0.56133922764953,1.8943939670378456,0.242380047919277
0,2,9000,0.736103950507502,2.1862667244555665,0.9655143653533795,1.9590886695788805,2.6607192622702995,2.045185019252243,2.1886807951994225
1,0,9000,0.73828125,2.242703778678434,2.3167738558507396,1.4407884298726614,0.8568124476255436,2.830662140080515,2.5618105625824352
1,1,9000,0.6740193350194256,1.345191403210675,0.6192787506402165,0.5591231173283684,0.9698207279547011,0.08755738733906265,1.13949477406495
1,2,9000,0.6722699169557043,1.7626566292364068,0.3709424798161053,0.7077537468308447,0.8335798789453134,0.854980310238489,1.952305144684101
2,0,9000,0.6762898933290895,0.6428596846472715,0.18916302795764903,1.2002645092045676,0.9103619440788684,1.9960167156503643,0.7060074150663569
2,1,9000,0.6486619079832129,1.6101246551195876,0.7985264012953581,0.666292796619532,0.8004842214568083,0.08582072753407062,0.6696259545646984
2,2,9000,0.6644068487365514,1.3082546632707572,1.5723310102747108,0.634513862926712,1.5566324619472578,1.3724453075115874,0.5549004182770898
0,0,10000,0.6517567057979967,1.962840868918228,-0.10517473367316907,1.6415694595926804,0.6215543543322951,0.610984089461615,0.4460915471602872
0,1,10000,0.6529283135839821,0.3613738914621109,2.5404136017795396,1.6675276181113827,0.6465457575893913,0.4152263484627043,0.11216279692806856
0,2,10000,0.6733381060888044,0.1855794144982127,-0.5728546843221832,0.39312093467061726,2.514832684430907,1.9177031502802815,-0.3400179763843959
1,0,10000,0.6472390715523373,1.215594728414768,0.10278925473897153,-0.6741972439371661,-0.3720042510037638,0.0021370553016237925,3.0932943733659912
1,1,10000,0.6136086013583962,1.579095342408251,0.28583322286455504,-0.1654926661036054,-0.4393223416413188,0.7067287280868325,0.11713632639562785
1,2,10000,0.6461334013677197,1.9348951788548896,1.1578821042966083,0.8699808957640977,0.6382011048869323,0.4461646472483096,0.3710998817820103
2,0,10000,0.6500631780011454,1.3628110621853637,1.578784557981107,1.0485735077720126,0.15086544534844923,0.9887250108852873,0.4676433917779528
2,1,10000,0.6278863903148761,1.674917706900027,0.2628717684057537,0.888497844339569,1.3885878090243131,0.0694306324503092,0.4946826861010633
2,2,10000,0.6381805089230694,1.1090897374097866,0.6042159435776738,1.1130158310776055,1.736474836537905,0.4453145591160841,0.9948339871196412
0,0,11000,0.645945824671505,1.6398928062139952,1.9397780999484842,1.0573623934048204,1.5776565789291073,0.5024732404962526,0.0808865075393307
0,1,11000,0.6208930780335392,0.31332518230950573,1.2910977460414412,0.770204295987834,0.42942351146436447,0.19645381339004422,1.5778869424467319
0,2,11000,0.6759787325292664,0.8229436993001438,1.2968755280649495,0.864424384472641,1.8691413452698147,1.829625047073254,1.7558867897524655
1,0,11000,0.628356048282464,1.8762682905776873,1.062822042485944,0.15117722200543024,0.8008105456615754,0.9719928717497315,0.8195225798861001
1,1,11000,0.6113432065966922,1.5025630111783381,-0.098756057254341,0.7110348395778325,0.09625923121701839,0.47148993669348543,-0.43242053045379597
1,2,11000,0.6722699169557043,0.6271341552505957,0.22496444132389332,-0.009959691607919884,2.510683780904213,3.0381679720852737,0.1786541968131939
2,0,11000,0.6070752566081217,0.8068454777815094,0.6285429372994632,1.7912796756142264,1.317122931292153,0.9331778832754983,0.9526782795785681
2,1,11000,0.6347097786626067,0.5722869483211008,0.4533495653831713,0.45752635998147984,0.18438029882046475,0.27792356749399405,0.2606855889633393
2,2,11000,0.6136017161132566,1.8023194337589306,1.8224982331160313,0.6609888968048767,0.6243185012249463,0.09866220424143102,0.5216155645134162
0,0,12000,0.5992764400100479,1.6629335410245045,1.6981521734443943,0.7000420438763882,0.15930569794214336,0.8545198430332939,0.08668198885652187
0,1,12000,0.7565307540258893,3.6207925200354536,2.9692236226260564,2.2891223808017083,3.149286523633234,3.2492448202037254,3.977666471119837
0,2,12000,0.5998823410712987,1.260786032165646,-0.1512667075030775,0.456635510311647,1.7285664418381173,0.05992589598831986,0.1230295733328489
1,0,12000,0.614193421984941,1.5994393819254915,0.4936754996470332,0.4517765344052157,1.4194640997994694,1.6567817867576167,1.595593856990391
1,1,12000,0.6871793313421953,1.1205091859874747,1.4101570784517852,2.6383221803941743,0.5433771234987823,3.5700846025771953,3.510503077223767
1,2,12000,0.6699163004343377,2.4998105927290273,2.814418895996182,1.9025154211165225,0.1756675217533235,0.7271837183353126,1.439877064060375
2,0,12000,0.5868298621698309,1.4519001420941215,0.6168432625361188,0.30397956499382556,0.62163735636987,0.1443331294475031,0.4812612957670307
2,1,12000,0.5634979603459032,0.5507319449139869,0.07424849929894506,0.2836919395353366,0.8367360465597813,0.1230353455873329,0.19553543512691274
2,2,12000,0.5945273173463068,0.6218224263396654,1.655054782559609,-0.01809171616211837,0.328855516232485,0.14528043427960197,0.4330533047904675
0,0,13000,0.5795982452041428,0.9269019946164531,1.6861118034668667,0.41989453802007415,1.4734415019577045,0.03679155057374105,0.892431581139047
0,1,13000,0.5480139681020948,1.4615241590294268,0.5623946989319326,0.9049811203142447,0.9356855911081013,1.2798192509899655,0.18902299350518334
0,2,13000,0.5827271868217154,1.5989080363282653,1.596503495510755,1.3612558164295474,0.31551484707157956,0.4950112669846839,0.2141477774793006
1,0,13000,0.5984682704111923,1.7337172419982882,0.7861215555750056,1.464021950110823,0.10798561716606443,0.494549140773916,0.7590253912726957
1,1,13000,0.5947467655785598,-0.6042002602138598,2.156728334377269,0.46665535809323033,1.264833868636608,0.333859202797371,-0.49666588570926995
1,2,13000,0.6253585699153521,2.617697864875384,1.8589627006086886,1.7796657369223308,0.28778578548644024,1.6259804205146213,1.7410966656019327
2,0,13000,0.5829962744055809,0.4801179201101257,0.6319213308603913,1.83104939190364,0.9294967599523525,0.05368158996722629,0.18083973487270327
2,1,13000,0.5649034365931682,0.769406356138927,1.1831998775297885,0.8116331664643204,0.48352705254608175,0.026992874039295796,0.565429975215218
2,2,13000,0.5874107141490569,0.34003008011616376,1.0763072033530678,0.4509274397688142,0.24854825290226043,0.16503696964734565,0.7795574360437009
0,0,14000,0.6126642156671442,1.702384271823734,0.14203645826855854,1.65579535120668,-0.07733502359214828,0.8689975727266538,1.8881760945567956
0,1,14000,0.5689993703400165,2.4753910148650204,0.803320376837457,0.04624555244473029,1.0169235668960317,0.8137514493742258,0.36672614792006336
0,2,14000,0.5875142571378175,1.4137917738254129,0.1573083891320644,1.8575878035299926,1.0879161740518342,1.038197603625387,1.6204974557973482
1,0,14000,0.5748265778903492,1.5485601999329695,2.1668271212257686,-0.07003257128071827,0.18957446128792407,0.24128051732919345,0.1625012277831166
1,1,14000,0.5905507541822419,0.07305347867465653,0.130720228494677,0.21225274291555116,1.7676550139976694,1.4840527603140727,1.7788496326766283
1,2,14000,0.6813418396656649,2.613025272076386,2.1838988357450413,2.1382641340141997,2.0409507730865073,0.0025598461206432113,2.3492720624765884
2,0,14000,0.5830877770576257,0.5878290434132822,0.10824662240465883,0.614363640506298,1.6989243730527457,1.093540899699659,0.6433002666146758
2,1,14000,0.5389971977464392,0.8739833717175534,1.4886491030902202,0.4357284884693204,0.056952900178172665,1.2455755573172007,0.28381147612178137
2,2,14000,0.5260915593625611,0.10187288067527951,0.53724681976699,0.061460650086460664,1.507955870416024,1.3505746671179666,0.9134595506156143
0,0,15000,0.6181535990930863,-0.2957068082227307,2.4791248590862858,1.2967968103746177,2.4357718193560323,2.903919764582948,0.5823460969703821
0,1,15000,0.6104891020506885,2.4268766768274666,1.9994074698856703,-0.2606272608769476,1.05322328044616,2.182121319076136,0.3223627471977965
0,2,15000,0.5285922649429089,0.7840939605862036,0.3982745850313325,0.3018156186431099,0.9617426638431146,0.30618815699780705,0.9017092576338909
1,0,15000,0.5516952557959475,0.7779339196767003,1.5506021644941252,0.7791509632059971,1.7516001486639778,0.49554283725796705,0.6933647786878193
1,1,15000,0.5938683422403978,2.3661756797714926,0.02938862232907849,0.2689533000735957,1.3554575400248925,0.5495175873166275,1.819410761006316
1,2,15000,0.5736904505980035,1.7965438747914826,1.181742425312965,1.7272480687832472,0.044676380275777916,0.9117321394937175,0.8017193484699154
2,0,15000,0.5276900191698423,0.4949654386988267,1.8187951326825427,0.6538390388015062,0.15270930901535312,0.7205234696723632,1.6479562791478262
2,1,15000,0.5729935881955565,1.0283375837553976,1.8631082510213464,0.01851818120490334,0.4122189626887833,0.7639468018678507,0.3170134886236744
2,2,15000,0.5485809234151193,0.7736307276591217,1.8950629181536196,0.8654827357821143,0.14473402686133582,0.5297873911830615,-0.015966185858574112
0,0,16000,0.5191663462366323,0.758420876741898,1.1086781938212318,0.8802117097929523,1.7386122836155697,0.6820619523157095,0.8379662097912324
0,1,16000,0.7018629620457424,2.036249075467622,3.2460116797323555,3.385607115062872,3.067814692948509,2.4192025142699896,3.1481688188324126
0,2,16000,0.7241845608844977,3.6174283850789672,3.9757790936333635,-2.7250209769814417,2.789191485430178,-2.8349261612973473,3.351185446943202
1,0,16000,0.5134651983383884,0.37663106173110644,0.8265731204151455,0.44043013386902263,0.2770900159888477,1.844693236023069,0.5056802203518946
1,1,16000,0.5719044293011658,1.166319229169634,1.2875595079002673,1.063109068030137,0.12666276390518288,1.5619352902078443,1.117473320986336
1,2,16000,0.5991434226475192,2.557736406215655,2.002923226771099,1.525168205914715,0.17740670187151422,2.2330532185588368,0.054805660723457536
2,0,16000,0.5239012155239563,0.21907747602808042,0.027762039352883707,0.38259027949264524,0.8805206294897794,0.39819100232497856,1.437396546053386
2,1,16000,0.5393817491236288,1.6177836306913254,1.3480882421308757,1.5186652936480889,1.2857608625593686,0.10729721253585853,0.6941913641977597
2,2,16000,0.5148768809810677,0.340592681096243,0.8152157805591747,0.7180171673736188,0.7161696381587945,1.5654729778979808,0.48768637457009806
0,0,17000,0.5993736775197156,2.754166812741286,1.2826957025594437,-0.167685947499169,-1.7646859637863521,2.4898688355535055,3.2648380363133302
0,1,17000,0.5154741375780482,0.8553266890568413,0.0854044606977948,0.6823895238336156,1.3500125305272246,0.6911105389942401,1.6872669014346378
0,2,17000,0.6646413991029002,2.5540473276633113,2.945623984557606,1.2068556134139163,-0.9920998437832141,2.927040480688319,2.6526664852217503
1,0,17000,0.5025782299336723,0.5008950175445461,0.29943903971195773,1.1023311786996621,0.06512006298206824,0.919654777232795,1.1969258848862825
1,1,17000,0.6044545341126778,3.222326798905423,1.8413061954137442,1.5881460395845965,2.2078190780341296,0.9375207531904264,0.17574404556999618
1,2,17000,0.5415269569869344,1.6476236283053887,1.4488699891291397,0.5657501136524704,0.13682316339055492,0.22038109454204635,1.5643065776157912
2,0,17000,0.5162997157360404,0.8764400169124023,1.3502700783909334,0.23686552113603757,0.20812279179908483,0.6711821440194473,0.7731575374945309
2,1,17000,0.48671106593049906,1.5090114474987446,0.4179139330614993,0.3083499778178072,1.7909574386544274,0.7700947143196447,0.7201739423150783
2,2,17000,0.475435427365147,-0.04808463236348893,-0.1703590793295759,-0.19004011464889425,1.3310531500389433,0.6909436124275239,0.584527534551519
0,0,18000,0.4988624858626739,2.022522606847795,0.8098835738581308,0.5955569376620286,-0.4794672645564128,1.4613046609757612,0.08722469842011386
0,1,18000,0.5328870106456404,2.3857572657290214,2.222858515787191,1.0968318222530866,-0.28161080845334613,1.8178993472061136,0.36115788010585154
0,2,18000,0.7190946465819561,2.4222721434039607,2.605250844917403,2.971519660170897,2.6197331866930758,3.479865490261859,3.2340414952822583
1,0,18000,0.5189650492310871,1.9259413075331655,0.474341922888042,1.7365168279595566,0.18628533722777346,0.0851816388409092,0.3271040519485413
1,1,18000,0.5967645890874639,1.8670831160358896,3.759837780706151,0.11516569146533448,1.8806154024798667,2.6515168734846077,1.9192576867615667
1,2,18000,0.5070311632715193,0.9340242603041639,1.7791815123401022,1.1874456798665305,0.1618966871294071,0.34404912850312425,0.8113995790943276
2,0,18000,0.47055502494128276,1.38167257594691,0.6174279714172327,0.6500292685489825,0.9561801424946594,1.1856363955584048,0.21939559409210413
2,1,18000,0.4815713538999805,1.6954141622991103,1.802616355649399,0.8692485467582027,1.0294940904719794,1.4743733972135957,1.2605127375485365
2,2,18000,0.48238521059032374,0.40394800498367356,0.35011297800959573,1.8974615143818876,1.7843841636828979,0.20310836598766419,0.6939514415083022
0,0,19000,0.4676080372866274,0.438328582077377,0.6064434555249193,0.434653410522761,0.8437575480252095,0.1551288938771438,0.4282386466193798
0,1,19000,0.5218727321362187,1.4714337395656245,0.16656905060657579,2.1324955429380585,0.08138163102931317,2.8396970073323455,-0.39523391649973955
0,2,19000,0.4879713468448398,0.6219104704609137,1.6124866082540992,0.6200864227054065,1.1136784419332788,0.21979831317724677,1.7234485201783691
1,0,19000,0.5403800802014147,1.7319421369623689,1.2553931200615558,0.9641928053175391,3.1170746663508706,0.29403040442573636,0.6549132741864697
1,1,19000,0.5769762892545106,2.6117062111881943,0.3852267324696159,3.3675390086299823,1.0967218095660298,2.2136076211750093,1.981051472447786
1,2,19000,0.47314099500037904,1.7055720571283866,0.36250066208899134,0.27221589587686845,-0.485535215178578,-0.27373433005529363,0.06236263443951709
2,0,19000,0.47432797049391084,0.6407900519498,0.05760259187722991,1.2358880621884125,0.1499766879819017,0.8528039388420616,0.9037622744392441
2,1,19000,0.48077896293237765,1.486078748500786,1.6126271347926704,1.5091092341386223,0.23421009270572268,0.04862530968558648,0.6657577526669659
2,2,19000,0.47350055226804394,0.4589368567616598,0.836812650895937,0.3323867312242913,1.4476877353733195,0.26712140689571456,0.9827132167491602
0,0,20000,0.5144302676491284,0.9825992921121172,2.973302471617107,0.8600442043979027,2.438885510125483,0.3586135416720342,0.7357874907633808
0,1,20000,0.5472809393827492,1.1578163951173335,0.6812062280283836,1.4097120554033558,0.35663523468203673,2.781531280926171,2.1675324915418606
0,2,20000,0.6699487458899326,2.504865717624,2.549175464951627,2.5563643726142167,1.620235799759143,3.144342430273571,2.478365646126739
1,0,20000,0.5642547725962758,2.2607869282295003,-1.080716630708127,-0.09080228856636514,-0.03750264845605053,-2.252769255419865,2.169522211818355
1,1,20000,0.6765409180158066,2.4471105948106016,3.4817112609152976,1.9379825008273919,3.1540400332887395,1.4402018167372956,2.7963203315296568
1,2,20000,0.4927861093568083,1.8571614863108272,0.681407093687048,2.140515718507405,0.6928067509952377,0.6870871942477511,1.5854597956331116
2,0,20000,0.43811001558888013,1.5655659995540232,0.6155135941059233,0.9521613925335223,0.018846213376198843,0.16705774390907324,0.1255513585593227
2,1,20000,0.4466114235386581,0.3154055447883182,1.6743793501800535,0.759964009684708,0.7022913190176011,0.18743656596199973,0.9732661170310858
2,2,20000,0.46536237024664306,2.0281594290322027,0.16824080245835,2.021075153957697,0.1354611914265391,0.7317565242642567,-0.3256618330272704
0,0,21000,0.5213161880910399,-0.3553437814375229,0.3086639069832578,-0.008120424072897288,-2.090999910278246,1.8892365646466087,2.769226596396564
0,1,21000,0.5376215537559714,1.8192587831372147,2.0078443454094734,1.8020792291772416,0.4213712160558381,-0.10068928193536991,2.0359247268772904
0,2,21000,0.6758853556785065,1.8423311786147771,2.19949419750165,2.424265469098701,2.6020932318213363,3.498174578367919,3.193860747395255
1,0,21000,0.45798274424992613,2.0470743110877376,0.5497831993390154,0.8890641977791772,0.048341994839537994,-0.01211180811155617,1.583324252182008
1,1,21000,0.5405029281614303,0.1576214915648674,2.701893699256439,3.4117993297834763,0.3471432887131367,3.666300629432312,1.9687278317458552
1,2,21000,0.6778835484593062,3.221002925595394,2.4181926371377283,3.4945796133797677,2.5321456477099646,2.48642197321679,-2.6162610357675984
2,0,21000,0.45676252725568356,1.3589139735973002,1.0209110498803384,0.1913955638821473,0.8548677319909401,-0.02041841142583324,1.8818606912041111
2,1,21000,0.45836710394369273,1.7655960355235836,0.6345999777316256,2.030279074058189,0.1809757562914053,0.8766321264529047,0.10653041337746494
2,2,21000,0.4231504784058797,2.3699771931343268,0.5402423374757405,-0.3872837039871344,0.13427943781846127,0.224653633072727,0.029447045912179455
0,0,22000,0.42264759273119895,1.6069549113520816,0.9531265072131969,0.7368948729519783,0.874479033665401,0.3572976117972087,0.23456617110837483
0,1,22000,0.4930002942764809,1.4416216158645028,1.9361803814541876,1.138794375879573,0.9762527417013429,0.23787060452016467,0.2448665223315577
