Gate_1,Gate_2,Delay,Fidelity,θ1,θ2,θ3,θ4,θ5,θ1',θ2',θ3',θ4',θ5'
2,2,4000,0.829722029856235,1.6248133324607275,0.9365825330612545,1.046832556501625,0.13459645468839043,0.42017476012939764,0.2734787219939271,0.8624723360361013,0.22917450829456665,0.8469525494852015,0.40180068154974735
0,0,5000,0.7719703355132377,-0.01125729839435442,-0.09304781845658838,-0.027264074400653496,-0.22960402786378709,-0.4243813095031681,0.14845366148628605,0.07034704294440249,0.24387479636718265,0.32712557759659877,0.5566159537410684
0,1,5000,0.7638763897056787,0.05011800156656556,0.046455449432012796,0.06992394897515065,-0.03986284602550288,0.1707151316019823,0.18556159606314734,-0.005177988025812916,-0.07374913442345772,-0.08778320188489336,0.2819032517007629
0,2,5000,0.7934088871306968,0.2932104102153725,0.2196148892868745,0.027874249355878677,-0.12592524730664545,0.16943300164354444,1.4289015556370661,1.801203899029227,0.6227246481915476,0.5552819656207338,0.04387657265108221
1,0,5000,0.6818280842479728,-0.12720518994917868,-0.3163104896034625,0.4183767802364055,-0.12228780051829422,-0.2672730473751991,-0.016222212719120385,-0.0944430696945935,0.026241252318252608,-0.13127239206181668,0.2768560022999932
1,1,5000,0.748703243364007,-0.42720100510904974,-0.1395477332419312,-0.34372585683373175,0.7626854449450338,-0.22069037078037132,0.11204086435896435,0.007073367362432607,0.1973430573649033,-0.6587577453013611,0.14155859066077692
1,2,5000,0.7874945662440516,0.01804241071813133,0.10614732378576631,0.2602095666260306,0.013874935662882037,-0.0319760562290814,0.6059061344254573,0.7881741481296106,0.20605896374311075,0.09140184051779211,0.43955052299959096
2,0,5000,0.782677281431092,1.3437739797942654,0.9790327011421347,0.925296790846287,0.12007353430708154,0.5511538013696597,-0.009506876956276934,0.040948403657213396,0.25000437616661925,0.09741891178576614,-0.13623009822872803
2,1,5000,0.7605691474185047,0.6906904731274134,1.580736745507271,0.799536232878757,0.9243558180306396,0.9781977228838333,0.10299989940693086,0.012980102754095058,0.28842830619552234,0.06884451796227763,0.03806966652232773
2,2,5000,0.7860426309272753,0.9096154840851208,0.8336077287030593,0.6957274590830792,0.12158418891038426,0.4550442863439296,1.8931329302197666,0.8883302794413727,0.5122897460957662,0.8168995600500082,0.0005289585085488564
0,0,6000,0.7258771910451379,-0.108046383092951,-0.27360795392485326,-0.2364179583494945,0.7117868184116156,-0.2621014324666884,-0.09359485051153373,0.0023499381684476033,0.23515969629669684,-0.5564361949739618,0.20245636852259305
0,1,6000,0.7028502639702108,-0.08925055148943983,-0.14474235687610604,-0.022714899508783387,-0.1785533554583744,-0.03707373908276638,0.42726819824496365,0.04575204752852723,-0.31575586250097737,0.072685222487313,-0.08997873934482285
0,2,6000,0.7557123336496869,0.14838066682101098,-0.08535946292796708,-0.08829774368755205,0.08766174941514196,0.07853455585980955,1.87326343161151,0.5336625000470322,0.4492152498170919,0.9510793735227053,0.31523003261706223
1,0,6000,0.7405216500708804,0.2748729021104058,0.06901096852010825,0.06583131192143525,-0.0036148206846426333,-0.06467063827340501,-0.16598969542218742,-0.16578388683020007,-0.026161704385511478,-0.028442971919113758,0.11828587495018958
1,1,6000,0.7326922827276566,-0.13587249072994761,-0.3001683217098042,0.13994229654914953,-0.040733594284702614,0.03229481366703617,0.10224023953253392,0.3402892840527431,-0.2185421646996747,0.03479187882475405,-0.2727473225272033
1,2,6000,0.7206341205827539,0.13636866554737526,0.058238348236870796,-0.050810524286438986,0.2812852053351511,0.07900123594958826,1.8508610084882593,1.3788377697323002,0.7323647035950781,0.7167299054961948,0.540400416134923
2,0,6000,0.7552370512038442,1.5572982362456298,1.5957558017892675,0.8192883583963108,0.46204595738867105,0.4821530849634285,-0.2102398571534584,0.20838693758544868,-0.051897800251605564,0.020436202229254883,0.1424893304472888
2,1,6000,0.7545041977862058,0.508760797565476,0.5919952751008919,0.3384260338046255,-0.01519495701461139,0.48949564649146937,-0.21406184580030194,0.15758987726472803,-0.03541915367279285,0.0050398213077087126,0.16348928556046405
2,2,6000,0.790744849751623,1.5471383022044496,1.727284567999919,0.6486571801044,0.8776981266460309,0.0017204728155075615,1.4709287361194983,0.5829955939963769,0.3902999607049718,0.5499863074288157,0.22301391174602797
0,0,7000,0.7240864297840166,-0.28421075155483316,-0.007434662646004898,0.39816492085742194,-0.27746418456543476,-0.024899865885892256,0.3735314110368849,-0.05345588284495731,-0.5198142006984288,0.4443385698841495,0.20375421453610856
0,1,7000,0.7430915027996967,0.10650999357644039,-0.022207282715422223,0.004870982053028103,0.006025960072867766,-0.011309733608825458,0.1437878794590655,-0.15850831218232916,-0.08622246722887167,0.07405658710932606,0.09916144690893161
0,2,7000,0.7092268660214754,-0.025331176932865896,0.05797912718338707,0.12120422397558668,0.33073193101828896,0.2718205490419908,1.228265426708114,0.30949819980269505,1.6257847842598079,0.5971790888911701,0.6647235091453894
1,0,7000,0.7219138188050555,-0.33404025427674117,-0.08935150981923141,0.17018915758027559,-0.1372432770242222,-0.06923721712029317,-0.15726864629767962,0.034977510473496086,0.11040625995922342,-0.017496503652499752,-0.11908421063788721
1,1,7000,0.7375839286968993,0.06210329509130295,-0.3529654625919365,0.003757217219094866,-0.02922228801003882,-0.2863660505778579,0.00026378839821234807,0.2368808286365425,-0.1855470284041827,-0.017999325175086543,0.30977469674812147
1,2,7000,0.7104782519050546,0.11749054747777575,0.4327879990081124,0.07761610393556435,-0.014235914852836543,-0.030585531388472816,1.3178118478056164,0.6594058263622815,2.2725914452079032,0.9590354277605648,1.091398499449233
2,0,7000,0.6825107875916038,0.5688229421983021,0.033317793906015476,0.0759635346644699,0.09608175577884527,0.9638991990838391,-0.2273341626347181,-0.15501886341572377,0.3082245225056566,-0.01839509721855982,0.11039856578036034
2,1,7000,0.7198660387183872,0.679792593355475,-0.08511097995408909,1.2761754426154621,0.8755591192661093,0.6305540880090473,-0.21072738086143034,0.11368872201541733,0.17042915497057512,-0.15311661870033783,0.17219966321061622
2,2,7000,0.7399543759403484,0.06268868108791369,1.073565855360468,0.4194183237334296,0.18327182886200954,0.8435398643208472,0.7332799669485947,0.4295272118233855,0.18927694052284147,0.21359291263783703,0.10291524563846924
0,0,8000,0.7140333646234167,0.4844421481756707,-0.19147003988519776,0.5441924247949116,-0.3846838810829325,0.26698113690669184,-0.4611756936391689,0.26569730339709074,-0.6709369465393175,0.3949653943705832,-0.3458402321104429
0,1,8000,0.6620861174358166,0.11329175397271248,-0.08062376935927053,-0.03255300863243863,-0.050675990209967166,-0.05687036959787769,0.23665132663667418,0.20901832378468463,0.4007302463815085,-0.1636994397754751,-0.019131654306042817
0,2,8000,0.7074339479075221,-0.17172295364032297,-0.3045149564729029,0.2900312570529974,-0.20843146768899318,-0.15782267546836817,1.2570364394009435,0.1715815284390588,0.5999972023411385,-0.0009666235788182348,0.8591196104336907
1,0,8000,0.702917541337893,0.011979036668816,0.01893839574715884,0.0959674829945107,0.13204108907463405,-0.1748081825972507,-0.30972076108361785,0.1495764223159009,0.0862051751242082,0.031019893572523626,0.2852566596230738
1,1,8000,0.7177289072527879,-0.7436758551627155,-0.3218142489661753,-0.41196836360655137,0.36658707342832825,-0.06127251615828904,0.3558184789485765,0.29394250944113254,0.37706257968729573,-0.4755958532682674,0.055684403565575476
1,2,8000,0.7210865215774939,0.09350359120231716,0.19695543614367694,-0.07516909901338807,0.09351572844995688,-0.008336134052988633,1.7713800558554142,0.46095257640125115,1.632934209079236,1.9793525260644422,0.8579767432511626
2,0,8000,0.7167622110340166,1.3952731034966221,1.584875000894817,1.0463970110908267,0.4112597099123653,1.9174869851350915,-0.010970447120007313,-0.14708371477521687,-0.02628825367542408,0.22636839563252736,0.03579160678386533
2,1,8000,0.733494163589203,-0.021336423864540835,0.17875614428611358,0.1398776368414657,0.3010287086884946,0.08235962712292459,0.010005362057276498,0.22244911123283853,-0.09274836844372031,0.0325756838646167,-0.013051376630507072
2,2,8000,0.7539633838244821,0.10681864353418495,0.7048725253825573,1.140211109197001,1.009974254987321,1.727965329936277,0.3764744885388581,1.3493311682802676,0.6694056086503888,1.0936229083529128,0.30101230172423765
0,0,9000,0.7172507293691441,-0.8042908594241472,-0.10796828825357649,0.6085302880569551,0.03654536512082574,0.11007080637683177,0.8297506493264434,0.10848277649789749,-0.6987927118152266,-0.14827645070896867,-0.12244418874843745
0,1,9000,0.6352792404168823,0.1506764705983606,-0.07761163552039604,0.11111607212887248,0.33238307049568266,-0.1035856689899123,-0.06655134177692074,-0.0013564226540564506,0.3603607797192036,0.44351436541046985,-0.10884479993737782
0,2,9000,0.6841680054650053,0.021112212496113555,0.04708229479485626,-0.22580951831790033,0.05724244354837381,-0.07028821951750658,2.424204944314451,0.6352165831676196,1.1028504295148107,1.0955779552842304,0.7152826775538053
1,0,9000,0.6998686638899951,-0.030024466704368074,0.11829315676699179,0.035444626787975136,0.1786786493085339,0.11982033030751621,0.05403329290375635,-0.1868147561797021,0.0015899251258942107,0.15111951269680246,0.010943103778845777
1,1,9000,0.6704700905565956,-0.001529927614830257,0.3697557131231821,-0.15160914430328676,0.25769215825768493,-0.07590914602195703,0.06346744454479084,-0.48027909489595094,0.1710820555313441,-0.137607532565347,0.35193332356314877
1,2,9000,0.6981933553389505,0.15830715068770068,0.18942671727646926,0.2787146991206238,-0.2087983651778617,-0.021402048595218947,1.5147271183938582,0.542048249095022,0.5955881488188569,-0.049363714657354986,0.42654289162047226
2,0,9000,0.6861495136618343,2.490253869974891,1.2273843804743565,1.0903484058998048,1.8367145230599176,0.4374374093602503,-0.2511504167442706,-0.11689725176662523,0.0042779660496209135,0.13298096150959815,0.24899995892872318
2,1,9000,0.6982405865735665,0.7672083320964678,0.8056882212787635,0.4296232206045557,0.12270406750542072,0.26271350232290386,0.036864464056354816,0.03894050359675608,0.05930482940048422,-0.028106974440442477,0.30611299009397963
2,2,9000,0.6858410159250763,0.21080134166104791,0.6721343375921619,0.5624150458817594,0.05753252530512992,0.08212839170943795,0.5849303706417066,0.17702749200143097,0.2568392588845381,0.424600205345008,0.9187094690316424
0,0,10000,0.6405775909879582,-0.1751868278925939,0.04300375888915654,0.05705798959438624,-0.4640264525986055,0.7258040903990706,0.08089143751116679,-0.12475140985302682,-0.059631260781141116,0.3637176868674619,-0.5688015324009992
0,1,10000,0.5870830252727699,-0.10358039907101355,-0.23782600981082497,0.12364392341509349,0.37054943409603586,0.4107224673274035,-0.057263931273467496,0.0976584768140817,0.08448007667819075,0.04121357175330846,0.4439619883655847
0,2,10000,0.6680621568151245,-0.12372989804533147,0.33072348358149667,-0.05410859102322379,0.24671538248008135,-0.18443680699383105,0.1566005709535754,1.2903457897193256,-0.003214722152892834,0.7354673642368393,0.6629292043449874
1,0,10000,0.6362384419441053,-0.17102192276818456,0.036811326931932675,0.1168901688957718,0.1528407042848248,-0.10526928218441581,-0.050453224732706435,0.03506237102297574,-0.11062795857280969,-0.08592537517603253,0.11036182594430057
1,1,10000,0.6331118174008897,0.4244538457278271,0.27426836566370294,-0.13860537341841384,-0.7279450822529275,-0.16120253500589932,-0.24572940885638905,-0.20793958747537883,0.1779008028320995,0.3962791930856129,0.4119859256593465
1,2,10000,0.6257981436424809,0.10867738334304154,-0.17822154077049826,0.14952016409075092,0.006129095369194267,0.3008574104874517,0.24897082130323006,0.42610989057403775,1.849432683074672,0.2870668199170753,0.26786917295285956
2,0,10000,0.643472224844156,1.4870616942713728,0.4502430831160382,0.7925134718326478,1.0084174911157715,-0.03574372890345583,0.2555351968202122,-0.01761072941377287,-0.24801122385795482,0.07503137882600598,0.008334036931283829
2,1,10000,0.6034529836503016,1.8172610423846176,0.5265475060928394,-0.11907080569445104,0.67102870526132,0.8180031608052166,0.45241305585792957,0.14024228610907546,-0.2875555044132587,-0.19008587424186055,0.25707045840062864
2,2,10000,0.699331527168195,1.2768837530111417,0.14119751847663087,1.5126249664166107,0.27695508199248736,0.2072555417959347,0.8285384308008884,0.2838517012799302,0.36672939699099977,0.581803656373673,0.8657926061869228
0,0,11000,0.6411128445043465,-0.22139773374718635,-0.41963366802542446,0.2637711755551773,-0.06782068003626084,-0.08849251855992829,0.1737609518718453,0.41538026317959337,-0.31623982607045786,-0.2984327206710139,0.16341603815179176
0,1,11000,0.671929437222068,-0.03925495717872808,-0.0123920846141139,0.08305624761187554,0.037873689052332266,0.233766616148318,0.0024021129538255143,0.05443871546834645,-0.11191257849698104,-0.11030802902535337,0.05383400367052115
0,2,11000,0.6633283885654444,0.11067619661440921,-0.10941941199144561,-0.017255460832647812,-0.011459857356092189,-0.12026625819280483,0.8783545296573112,1.4332938287887664,1.2317270851241418,0.01767636327896437,0.553699803455363
1,0,11000,0.5951135609824417,-0.20604133498032717,-0.033833590747635936,-0.21610633311135918,-0.2011352896811198,0.21136283036855058,0.054320615534151184,-0.2483815406779641,-0.1666313718260116,-0.06771662190651437,0.056093845104141005
1,1,11000,0.63811972890546,0.05577438221931284,-0.6683827559989783,-0.20235950638165157,-0.20094532605989757,-0.2411137821179211,-0.06352394192203656,0.5961126018273738,-0.11076659987777723,0.18550206558421067,0.26525195648308425
1,2,11000,0.6365727035450367,0.10605981456590675,-0.06311209440956914,-0.18479881407542717,0.21616486370770854,0.05389771862131196,-0.009759480539075004,1.7709311511201096,1.4515493501169048,1.1781662583821555,0.42850660195694823
2,0,11000,0.6360191741277228,0.9898264049361246,0.40716006426902657,-0.00222215913941856,-0.016172544658792545,0.6683499300214386,0.18179713463952685,0.06962639091211976,0.0010008037057758071,0.015797282014029416,0.1309965516035546
2,1,11000,0.6546470568462759,0.240327654004786,1.9903389911801763,0.2971588567760544,0.625142424080294,0.7787152555189942,-0.15753533090690103,0.002495147934144169,-0.17017612242401384,0.2747708995183041,0.08902710007186412
2,2,11000,0.6834764346219341,1.100148492297156,0.9114884570030863,1.633093935490538,1.1469947440757646,0.18805505591136554,0.16401302692959396,0.5241786199917371,0.392685865833171,0.14617082280141983,0.9776380547588899
0,0,12000,0.6111477859619547,0.4142438744813649,0.3586385816849434,0.10383282755229782,0.02499154703427104,-0.007549030892831527,-0.7417803114294541,0.05018385144218951,0.1405072225413663,-0.07385104701471845,-0.14199078320608102
0,1,12000,0.5571675235572353,0.1311902844454863,-0.1784415932292001,0.06323579955361448,-0.5285086881963413,-0.13929094267812084,-0.08378901574277278,-0.20441039780622294,-0.17051582700226145,0.45005957745609243,-0.10896985543399659
0,2,12000,0.5709785029626276,-0.6145105270020531,-0.07343508902450294,-0.0819942029308822,-0.05012175125653807,0.14949963046198742,0.11456919299510995,0.5358422839383379,1.0697525330263806,0.604302846068868,0.4694068249317033
1,0,12000,0.5895314678930236,-0.3626154677493656,-0.052896095592740736,-0.13055028234945118,0.028824579773966453,0.012882687780504115,0.0884008681430901,-0.1911812124058064,0.3277057807263236,0.16902658610723675,-0.23783192334772993
1,1,12000,0.6077816293879438,-0.07595702125412203,0.36102286748589957,-0.2255680720507136,0.41811311209104246,0.00749616510629288,0.25061181476288036,-0.09590997630813096,0.3770951136544998,-0.7746439627471536,0.18833034475489696
1,2,12000,0.5995211041675017,0.46787362943708216,0.09036021301516403,0.1053680006962694,-0.09866388982394314,0.09100958101631236,0.266861560780434,0.7905148791524935,0.8384153115040158,-0.05302503928767748,0.6154747364078292
2,0,12000,0.6145541994668956,0.09392512822212114,1.8493508684300588,0.20209352648002138,0.3633332416043833,0.5098830055207616,-0.06327181068877699,-0.18004079077750734,-0.07166019095762764,0.29540708155772294,-0.05029069622124618
2,1,12000,0.5911641117821257,0.3486822468824463,0.8708714133329926,0.0275739085816831,0.11487941785502016,0.4618419554824744,0.2572843520567924,0.0906528519195014,-0.3982663558814297,0.2934019731636366,0.2919351892523335
2,2,12000,0.6726057833427026,0.8473336194052784,1.7189658243624284,1.5478571962027021,0.7410814095391589,0.7216360878983423,0.3177769087349198,0.3729021295016282,0.2001350794056756,0.2912595912947522,0.6312267036492886
0,0,13000,0.5801682225023338,0.2294297277302373,0.2229759745659936,0.23910991896995237,0.23251545868668202,0.5135296216422494,-0.34416323650526653,0.147433678463881,-0.3550715116008902,-0.12196295116290004,-0.4744454863257633
0,1,13000,0.6050920683875947,-0.0710186834027011,0.00956295968378162,-0.09907281117674799,0.1704995435158062,0.04585273109103244,0.001107925658360346,-0.050667227467708874,0.12187755024815164,0.16423460250714939,0.17947879281023904
0,2,13000,0.5896963082089798,0.2852384381893433,0.14552292835246744,0.44938897762243507,-0.0345217174596248,0.13055003224910985,-0.16376461786553223,1.2159781506569864,0.17778609990433222,0.6815436574704525,0.558869210742684
1,0,13000,0.5176194311728947,-0.4381614910438135,-0.12590179586557032,-0.025053319395238444,0.017259367268821924,-0.16686870588273112,0.10673073252384004,0.3520693545908452,0.4300595163620537,0.19838466998367413,-0.15069503860971759
1,1,13000,0.6376715542813345,-0.17169061324142876,0.19755506287192653,-0.26042401193776943,-0.3958834023110362,-0.5817904451763274,0.3000863912092911,-0.3042164961822993,0.10075130684182035,0.33400236904292085,0.5673826473345703
1,2,13000,0.6199542263922379,-0.0578326407587751,0.15362450689770013,-0.15071023391707242,0.015600147371214927,0.1655765995064513,0.11883495284418483,0.10630538983392211,0.4300656407024952,0.07231380258274141,-0.09985211668671953
2,0,13000,0.5923994615296734,0.677119588013835,1.7857807421310437,1.0594949414876338,1.746487006498822,0.8527229550903421,0.31594847486033883,0.03694817744379056,-0.306994572739061,0.010259858044206812,-0.13586012267639572
2,1,13000,0.6135319919624799,1.3757769289010178,0.4914257141444545,0.4483448521777701,1.8628726519389627,1.2115430590661973,-0.022834638327791684,0.22275240112429745,-0.188040179463328,-0.09201190954257198,0.12195253019510237
2,2,13000,0.5974556779138052,1.2019653675637685,0.7219274753878627,0.626138999802774,0.9585078003824715,0.5243492624989258,0.560515311703696,1.7423735179300568,0.05714254951015446,0.2921090450856291,0.8721561814060466
0,0,14000,0.5551024768011686,-0.15483323806379062,0.4156423015936608,-0.21600483478576826,-0.4612011624862384,0.2577436986978723,-0.04516744658332996,-0.11263671522493349,0.3333301959987803,0.5661334588104846,-0.7773136639062705
